,content,score
95,Needs to accommodate multiple accounts,4
96,super fast,5
97,Thank you for the help,5
98,"Craigslist is still making it happen. It's where I found my apartment, my job, and where I make a little extra cash on the side selling all the stuff I no longer have use for, while decluttering my living space. My mom asked me to make an ad for her rental property, and we were able to rent it immediately. Try craigslist, you won't be disappointed.",5
99,"Fast, easy and convenient transactions. Been using Craigslist for over 20 years.",5
100,Easier to use than the website 😁,5
101,easy to use,5
102,sale categories on the Craigslist application for my Android phone don't match the sale categories on Craigslist on the internet,5
103,😎😎😎,5
104,great place too shop,5
105,great Job as Always Thanks,5
106,Always been good with the results,5
107,"There were knee scooters on FB marketplace, but they threatened me because they don't accept health items. Sold in one day on Craigslist",5
108,Even better with the new chat option!!,5
109,super easy and super fast,5
110,Good stuff keep it up,5
111,5wwe. u AWARsystem c vtzx d DR C DE6,4
112,it got one of my items sold!,5
113,I love Craigslist been using it for years tried Facebook Marketplace and they wouldn't even let me post so..,5
114,excellent,5
115,It's very hard to find your listing the map is ridiculous it will not let me set my location,4
116,"1st estate sale, wish me luck",5
117,it works,5
118,simply the best! 😍💯💖🫨🌞🥞,5
119,A little slow for a simple app. But good over all.,4
120,"transaction was good, sold ok, friendly buyer, have been scammed by a few, on different listings. look out for the scam about sending a code! ---- DON'T, also have changed my listing to only communicate thru craigslist relay email. that way someone doesn't get your email or phone number. I also will only meet by the entrance to my subdivision due to being spoofed to a location and never seeing or hearing from the perspective buyer again....I don't like the idea",5
121,I am unstoppable...,5
122,the app is so easy to use. I love it.,5
123,I live Craigslist!,5
124,Help,5
125,"I've sold several items,a van, e.g. and more stuff. Always been smooth and easy. Didn't like the reviews of eBay so I won't even try them. Nothing I have to sell is worth driving long distance for. Craig has been good for me! Thumbs up.",4
126,every one loves Craigslist,5
127,great,5
128,craigslist is still a great place to sell n buy!!!,4
129,Yabba dabba doo,5
130,When my family or friends need something we look on Craigslist and can go check it out,5
131,"Deleting this because the app's search forces me to use a map search with a radius instead of a city name and captures a much wider area than I can visit, and this means every search I make includes 100s of listings that are of no use to me and I can't filter them out. I don't live in a perfect circle. If there's a way to get rid of the map search and only search based on city name, I can't find it.",1
132,very helpful,5
133,"I used to sell a lot of different things on this app. One, it doesn't like to renew your items that are posted for sale. But come on Craigslist if u weren't to busy checking on people when the start you could spend more time catching these damn check scammers. I received two today. One through Craig's and the other on gmail... so catch them or pay me to",2
134,"I like Craigslist, it's a good place to come when you're looking for something.",5
135,Easy to use,5
136,"Love this app, Great automation super search and it makes everything easy.",5
137,"love it, the king of classifieds!",5
138,"Craigslist is no longer worth looking at, or trying to sell anything on. Tag words have ruined it. When you search something all kinds of things come up. Sucks, don't bother",1
139,Pretty great update,5
140,Apparently something called melato won't let me reply to a post,1
141,great way to buy and sell locally. however there are a lot of people with lack of respect on here that don't reply. so just don't hold your breath waiting and you will be okay,4
142,Great place to find the people that need what you need.,4
143,I would give 5 stars but you always have to muddle through the scammers. with that said I have had great luck with Craigs list.,4
144,"awesome site to buy,sell, or trade",5
145,Great site!!,5
146,Not a good site to use.my post continues to be taken down.its over 100 people on this site saling dogs and yet my post keep getting took down.,1
147,very good,5
148,Good service Good respond,5
149,"I love Craigslist, I've used it since day one. it's been an excellent replacement for the Recycler and keeps me much busier. if they made tshirts, I'd wear one!",5
150,awesome,5
151,Craiglist is great place to sell your stuff! always able to sell on craigslist.,5
152,arrsqgg ytqaa q the hssrsss s a wss q see Fawa ssa qqqas,3
153,good place to buy and sell,5
154,old is gold,5
155,Location keeps glitching.,2
156,best place to sell your items.,5
157,trying to place ads for apartments for rent system auto flags for no reason and nobody at CL will let you know why,2
158,"I don't shop or buy much, but this has been an essential aid to me.",5
159,perfect app love you craigslist,5
160,"FIVE DOLLARS TO MAKE A FREAKING CAR LISTING?! I frankly just give up trying to sell anything through marketplace, this app, and others. A good 30 minutes of ad making just...wasted. Deleting app and just fed up",1
161,easy to use.,4
162,Great App!!!,5
163,love this app,5
164,Good,4
165,an excellent way to sell things fast locally,5
166,classic is always a classic..,5
167,It keeps putting my search back on the menu to start my search from the beginning.,4
168,yay Craigslist,5
169,Craigslist is so much better and easier to navigate than Facebook Marketplace.,5
170,"Nobody sees your list of your items for sale and the app doesn't even show you a number of views. It's very poorly organized, everything seems to have been designed by a blind person.",1
171,Easy. posted an ad for free and and got contacted in a few hours.,5
172,love the app been using since day one,5
173,great place to sell your stuff,5
174,Easy to use on my tablet. Been listing and buying with the app. No problems.,5
175,Craigslist worked out for selling my Wheels!! I definitely recommend Craigslist!!,5
176,"Craigslist shouldn't allow people to remove your posts, only Craigslist should be able to remove it or yourself.",1
177,still allows for free trade unlike some other social media! used it for years and will continue to! keep up the great work!,5
178,actually worked to sell my camper,5
179,Awesome,5
180,very good 👍😊,5
181,Better than mkt place,4
182,"All the used things you want, and even more things you don't! If you gotta consume, reduce resuse and upcycle. Also, jobs. App is quick and functional too",5
183,"The fact that you can't ""lock out"" USA locations from Canadian results shows how little craigslist thinks of Canadian users. Very poorly designed....",1
184,it would be 5 stars if it were more intuitive to place an ad .,4
185,I have been using Craigslist I think since the early 2000s I use it for info I use it for gigs I use it for free stuff jobs housing just info it works great thank you Craigslist keep up the good work,5
186,craigslist is a great way to find what you looking for in the less amount of time,3
187,great site,5
188,"Craigslist has changed for the worse. Searching is horrible, can't find anything anymore. It's like a Democrat took over the app.",1
189,awesome,5
190,had 15 buyers in 6 hours,5
191,excellent 👌,5
192,it's great,5
193,"So easy to post and search posts both. And best of all, no ads popping up everywhere.",5
194,Can't get on it! can't sign up! Like everything else you need a password and it always comes up incorrect password!!! This has been going on for 14 years with these stupid iPhones I can't get on any app that provides a service,1
195,"several viable candidates, chose an excellent one",5
196,This app is cloned,1
197,this app runs well for me on my android 13 tablet,5
198,Trustworthy,5
199,"I have so much fondness for craigslist. No AI, no social media features, just a very reliable classifieds tool with surprisingly few scams all things considered. always more reliable people than Facebook marketplace as well",5
200,love Craigslist and the app makes it so convenient,5
201,"compared with the site, it has an updated look. the in-app messaging is a nice recent addition. Craigslist is back, baby!",5
202,It's a great way to sell your unwanted items.,5
203,"I downloaded the app for the chat feature, but apparently chat is only available in certain areas",3
204,one of the most powerful websites on the the internet.,5
205,"All these years, and still offers great resources, great work to the creators in their longevity of this application!",5
206,so easy,5
207,"Favorite of all selling apps, because their connection platforms are set up better to protect the seller. I have had good luck with Craig's- list over the years.",4
208,way better than Market Place! you can actually see everything that's forsale!,5
209,well I like it and I don't. it could be a little better to get in touch with people but otherwise it's ok,3
210,I was trying to avoid having to create another Facebook account just to use marketplace because I'm not a fan of Facebook so trying to sell things on here alternatively but not having much luck receiving a bunch of low-ball offers from people but no real offers and not being able to sell a whole lot of things on here very quickly sometimes I don't end up selling something on here until months after I've posted it but when I was still using Facebook market I was able to sell stuff the same day,2
211,A real good place to sell your items. Always a success?,5
212,"So easy to use and kinda intuitive... I post to Clist, FB & Nextdoor 8:10 Clist gets it done...",5
213,Results depend on area but I'll always choose craigslist over marketplace.,5
214,Does the job . Well.,5
215,can not get hooked up in craiglist,2
216,A great place to buy and sell.,5
217,plain and simple and it just works.,5
218,It's spammed so much by duplicate posts. You can't sale anything on it. All the other apps failed because of this same issue.,1
219,great life davior,5
220,the original online classifieds!,5
221,"Good place for buying and selling things. Just make sure you realize that a lot of people on there are very flaky and won't show up like they say they will and watch out for the scams. Otherwise, you should be good to go.",5
222,It's a good app does multiple things on their for your needs,3
223,5 years later and the app is still only 1 star worthy BARELY!,1
224,Easily stolen Wachter money,1
225,always appreciate Craigslist to sell stuff,5
226,To complicated for us elders to usr,1
227,I think this is a wonderful app I am finding work they also have a lot of apartments and housing for rent it's wonderful at,4
228,Good,4
229,craigslist is so helpful and you can really find good things,5
230,great,5
231,It's takes forever to check out the cars or trucks because the dam app is so jumpy an if you go in to look at the description an then X out of it the dam app kicks back to the menu an you have eto start all over at the top to find the car? Why is so hard to shop on this app,1
232,I always get great results,5
233,easy to post. easy to edit.,5
234,very good results!.😊,5
235,it dose FARMER'S,5
236,Good app. Made many improvements over the years,4
237,"great app, used it for years. thanks 👍",5
238,"the fastest easiest way to post an item for sale I've been using craigslist for over two decade and they have managed NOT to screw it up. I bought, sold,traded and worked through this format. Five stars with out question.",5
239,Android version is solid.,5
240,absolutely amazing,5
241,love it,5
242,was so easy mostlikely will not use marketplace again,5
243,item sold in less than 24 hours of posting,5
244,"The app works and is convenient. Wish it had as much traffic and choice as Facebook marketplace but whatever, I bet the devs feel the same.",5
245,thanks again 👍 and,5
246,Sold item quickly,4
247,"Parts four v a c a r e electric wheelchair . I have parts for electric wheelchair the cover is red have two motors two batteries frame and two drive tires , seat needs a seat cover with , has a swivel seat bracket all parts . Drive tires looks new. make reasonable offer!!!!!! In Dallas downtown Dallas area.",5
248,Great app!,5
249,great app,1
250,Easy !,5
251,"a couple of ghosts, but good response",4
252,Very easy to use and understand love it,5
253,Okay ap,5
254,just found the app and impressed!! yay!!,5
255,I just came back to Craigslist I tried to post an ad as a caregiver and it tries to charge me $5 on Craigslist. That's not right so I don't want that,1
256,cool i guess,4
257,"very nice app , need more views for sales thanks",5
258,"Another US-centric app that assumes the remaining 96% of the world doesn't exist. Website shows ads in other countries, this app only allows US locations. Rename the app ""Craigslist US"" and stop wasting everyone else's time!",1
259,Useful,5
260,Just a great site to buy and sell !!!,5
261,"I have over the years, many great deals never have had a problem.",5
262,I don't know what else to say? Great app and is very easy,5
263,"Forget Marketplace! There are too many scams, and nothing ever gets sold. I switched to Craigslist and had success without any of the phishing nonsense. It's far more secure.",4
264,the original one and only Craigslist,5
265,Haven't used in years and it seems to be a good place to sell local again. The spammers pretty much ruined Craigslist years ago,5
266,still a good place to sell and find stuff,5
267,"I've used Craigslist for years, and it's a great source for help in spreading information on sales items, jobs, and rooms to rent when job traveling!",5
268,"This app has a lively response crowd, where I can post things, on the platform, no cost to me. I've had a remarkable job search experience also.",5
269,Oldie But Goodie!,5
270,I dont know what happen I place my add time pay said my add block need help,3
271,love this app,5
272,It does what it is supposed to do,5
273,"i mean, it's craigslist. you know it. you like it",5
274,Baby lily10 shawnika,5
275,Good,4
276,good.app,5
277,Sometimes really good stuff. Sometimes not. It's a right time kind of thing...,4
278,quick and easy,5
279,"It works pretty much like the website, just easier.",5
280,Simple but works!,5
281,Good help,5
282,easy navigation but no response,4
283,Great app got it sold quick,5
284,much improved interface is much faster and easier to use then browser version,5
285,use it all the time to see what is selling,5
286,app makes it much easier to respond to posts,5
287,Not too bad other than a little slow.,4
288,I seek certain areas and was directed to New York instead of New Jersey. Very little of New Jersey came up so much more of New York appeared. That didn't help my search.,3
289,Having very good luck selling on Craigslist 😜 My name is Dr. Cosmo and I approve this message 👌,5
290,The app works well for craigslist. there's an ability to chat in the app to avoid giving out your email/phone number and still making contact.,5
291,it works when people show up,5
292,"I started using Craigslist on its first early days in the late 1990s. Although Craigslist has gotten so big and widespread, I still find a huge base of sellers and buyers. I've had some tough sales and useless buys but overall, it's been very useful and thank you Craigslist for the greatly helpful platform.",5
293,It is a picture of what you all I have to say is thank you very much for your help. And finding.,3
294,This app is easy to use and gives you an easier use of the Craigslist website.,5
295,Everyone has been who they say and every little bit helps. I appreciate everyone that called.,5
296,Great place to sell your things,4
297,Really like that they added a chat function.,5
298,can't get back on gregslist,4
299,great site and easy to find work all the time,5
300,I 👍 9,5
301,works perfect.,5
302,awesome!!!!,3
303,GA,5
304,No issues. Fast sale. Thanks again CL,5
305,It's craigslist. Use it,5
306,sold my amplifier in minutes after listed. six people contacted me in three hours after listing. Just sold my 05 Triumph Boneville America motorcycle on Craigslist. Thank you Craigslist. It sold for full price in 10 days. Sold to a great buyer. Craigslist has always been the best!,5
307,this is best 👌 place to sell your items that i have found I not only give you a. 5 star 🌟 rating I give you a 10 🌟 rating thank you to Craig list,5
308,"once you get familiar with the procedure, works great. 😀",5
309,"I just love Craigslist app find mostly anything your looking for, if your selling great app to sell.",5
310,works perfectly,5
311,Stupid,1
312,Moving sale a success! Craig's List on line without all the people tracking in the House!!,5
313,Real useful,4
314,is this official or fake I can't log in my acct when sending a log in link of course must close app and open open Sonim logged kn the browser but not the app. ses very generic,2
315,IT NEEDS AN UPGRADE THE 2024,1
316,There is a more personal feeling and or options as to your surch they seem to keep it as general as advertised. and that to me is a plus.,4
317,Got rid of a lot of things!,4
318,is good,2
319,They won't take my password,5
320,they have been actively improving the app and site. in Google style much of it is smarts behind the scenes which leads to a much better experience.,4
321,working great for me to locate the items I look for,5
322,What a blessing Craigslist is for helping people find roommates ect.,5
323,Perfect way to buy and sell stuff,5
324,"Craigslist is a great tool to sell & buy stuff through. Knocked 1 star off due to amount of potential scamming that can accur through CR. Note that opinion of scamming is from past experience from a few years ago, so not positive they've implemented any additional protections to minimize scammers?",4
325,I love this non corporate buy & sell app,5
326,good 👍,4
327,Well I Seem To Like Craig's List It's An Ok App I Seem To Think Anyways,5
328,"simple and easy to use and still always free! Good job, Craig.",5
329,great,5
330,"Always an issue when creating post on the site. App is useless, unable to keep a post on the site for more 10min with it being removed for no apparent reason.",1
331,love,4
332,I love Craigslist!,5
333,quick responses to for sale ad,5
334,still best option to sell. no need to have an account or profile. very simple very smooth,5
335,I use it often and it works well to manage all postings.,5
336,"it's Craigslist, but as an app.",4
337,"bring back the old CL with the dating section!! I ain't been laid since they took it away!,",4
338,Not showing rooms for rent Hampton/Newport News Virginia,2
339,very useful for extra finance resources.,5
340,.System OK,4
341,easy to use,5
342,freedom!,5
343,nice & easy app,5
344,I am. learning and having fun,4
345,Craig is a woman,1
346,things are so very easy to sell with Craigslist,5
347,Sold my SUV with Craigslist. Great exposure for reasonable price.,5
348,Free post. Had multiple calls same day...,5
349,this app is a must if you use craigslist. it's got alit of good features. stays in the area that I desire. changing the area is easy.,5
350,Been using Craigslist and it has been a great friend when in need.,5
351,Craigslist is awesome!,5
352,Found an item that was priced to my liking. We're having trouble meeting up to make the buy but I don't have a vehicle and my medical driver is not real hip on taking me to get it. I'm hoping to find a way to it.,5
353,"Sold fast. it was easy to post and only had one scammer try, so I'll call that a win!",5
354,very good and easy app to use,5
355,Just needed to get on this site and get in you'll systems to get you'll to help me get construction jobs,3
356,It was working pretty good until it kept removing everything I posted within an hour then it deactivated my account.,3
357,posted for labor help within an hr I had my helper that had experience in the task at hand. I could not have done this without craigslist .,5
358,"Update STILL SUCKS DO NOT USE FOR BUSINESS. For days can't login tried everything and THERE IS NO WAY TO CONTACT CL. IT'S THE BIGGEST SCAM! We spend $100/day in 5 states and half our business is CL and we make $600/hr so CL has cost us about $20,000 and still going up by the hour cause THEY HAVE NO WAY TO CONTACT!",1
359,Love this..,5
360,cool,5
361,It's ok u can find what u want sometimes beware I'd say about 80% of offers are scams,3
362,does what it's supposed to,5
363,Does what is has done for many years. I only wish it were more active.,4
364,Not used to date.,5
365,Great place to sell,5
366,"Absolute trash. They will remove listings that fully comply with terms of service, with absolutely zero recourse to rectify.",1
367,awesome.,5
368,"it's everything I want it to be, other than the removed personals section!!",4
369,Not a bad app. It'd be nice if they'd take all the new dealer inventory stuff and put it in it's own category. I'm not on Craigslist because I can afford a $38k SXS.,3
370,Great place to look for your wish list .,5
371,I had many responses to my post,5
372,I always have great success selling stuff on here. I sold 2 of my campers within a week of posting. will definitely use again.,5
373,Craigslist probably has the most serious buyers unlike offer up where people ask if something is available and they stop there.,5
374,I 9..Monday 09.we 9.we.,4
375,Great app,5
376,great site that I have been using for years,5
377,"Literally two minutes after posting that I needed a mover, someone called me and we came to an agreement and I have someone to help me Move; Thanks Craigslist.",5
378,Great service. Thank you.,5
379,Needs an easier maps and location interface.,4
380,It lives up to its name go Craigslist,5
381,Everything you want or need Craigslist can provide.,5
382,love craigslist. this app is great.,5
383,Good app. For Browsing listing's. Easy to use and stable.,4
384,better than market place,5
385,Ducjed,5
386,Keeps deleting,2
387,it worked well,4
388,fairly easy to set up an ad..,4
389,exceptional app!,5
390,I posted my vehicle and within 2 days I had an overwhelming amount of responses and I was able to sell my vehicle with ease .,5
391,Very good app to advertise and buy,5
392,awesome site,5
393,Great buyer....,5
394,highly recommended for local sellers,5
395,"The first buyer didn't work out, but with a lot of interest the second person took it with no muss or fuss.",5
396,"everything's relatively easy you don't have to be a rocket scientist to figure out, very convenient .",4
397,Easy to use. Does what it needs to do.,5
398,I enjoy craigslist but I do wish it hadn't changed,4
399,i have had positive experiences with sales on this app,5
400,"Isn't there a app for Illinois and not just Chicago? Services are way too far & finding an apartment or someone who can drive me too Hospital procedures aren't gonna happen, you should be more location based! Wow last update June 2024? Impossible! I'll check back but so far it's 100% useless to me!",3
401,Valuable resources here,5
402,my vehicle sold in 3 weeks off of Craigslist I would definitely use it again.,5
403,I have met great people selling and buying on CL.,5
404,excellent resource,5
405,always great to make a few bucks instead of throwing a good thing away!!,5
406,does the job. wished the distance could be adjusted backwards.,5
407,"CRAIGS LIST LOVES SCAMMERS. CRAIGSLIST PROTECTS SCAMMERS. CRAIGSLIST IS AN ACCESSORY TO CRIME Posts removed without investigation. Flagged for removal by criminal offenders that got mad we will not do business with. So, craigslist protects criminals by repeatedly removing post when flagged with ANY investigation, yet allows all kinds of SCAMMERS to keep posting.",1
408,Awesome,5
409,Poor,1
410,mui buen servicio,5
411,Is a big help,5
412,worked in less than 24 hours. love it,5
413,It's over rated maybe it used to be better 😭 but just a bunch of junk anymore,2
414,Super,5
415,the one and only,5
416,Craigslist is easy to use whether buying or selling. unfortunately since the free ads aren't governed you find a lot of scam artists.,5
417,I like the exposure that Craigslist gives me for the widest range of buyers. And always free!,4
418,very good,5
419,it spreads the word around for your sale,5
420,it's very helpful if you want to sell trade buy or do a job for some one. I recommend Craig's list to any one looking for help selling items.,5
421,It's better than. The classifies of old,5
422,👍,4
423,epic app 😎 👌 🙌,5
424,Great app,5
425,"Honestly, I was under the false impression that OfferUp was better, but I was wrong. I just sold my TV in under an hour, and last week I sold my fan. I'll never be so quick to judge again. I'm now a big fan 😊",5
426,"Good App as always on Today's ""21"" Century Modern World 👍 😎 👀",4
427,great,5
428,It seems to catch more traffic than marketplace. The app makes it easy to post with pictures of your phone. It has safety features that has limited spam calls and calls.,5
429,Craigslist needs to update/improve it's page and settings and buttons. Invest! make it modern. easier to do things...,4
430,amazing 😍 website easy to use.,5
431,"Craigslist is good, once you sort out the scammers...",5
432,"Where did the texts and messages go from people who were interested in our truck? Also when syncing my phone and desktop, they were vying for top spot and loosing some info on the truck price and description. Hard to sync. for editing purposes.",2
433,{Do not sell my personal information or data ever...I Jacob Reynolds choose the (Opt-out)option}....,5
434,Sweet,5
435,Craigslist is always there helping us do all the things required in life. I'm grateful AF!!,5
436,I've always liked this app. It sen by my people.,5
437,To hi,5
438,Craigslist is a great way to buy and sell items.,5
439,Great .,5
440,Great for buying and selling!,5
441,Buggy,3
442,Buying and selling on CL is easy. Plus its free to advertise and I've found many buyers and not had any issues with them.,4
443,"a great place to list your items for sale. But buyers send the standard response asking if an item is available and then do not follow up in many cases as to when they can pickup the item (s). Only 1 out of 10 will actually buy. Why they ask, who knows as they often are not serious about purchasing.",4
444,real nice crispy pics good app,5
445,Pretty good but web is probably still better.,4
446,I like craigslist..lots of good features,5
447,good,5
448,they have always helped me out,5
449,I got a post removed after receiving sa emails from disgusting men. I was simply asking for help hauling branches from my yard. But somehow I get punished with disgusting messages AND my post gets removed. I'll NEVER use craigslist again for supporting SA instead of the victim..,1
450,great app and website can't live without it anytime I want to buy something or sell something I use Craigslist and I'm stunned how effective it is generally. I bought and sold cars boats Recreational Equipment household items over the last 20 years so I highly recommend!,5
451,I sold it,5
452,Good website to use for if you're looking for a used car use computer animals anything it's a good Sunday look at,5
453,Great way to stuff! Just be careful of deals that are too good to be true... probably a scam!,5
454,sold in 1 week! yay!,5
455,pay to post adds,1
456,"Excellent for trading, everyone knows this. Problem is in allowing just anyone to flag posts for removal which ends up with compliant posts being removed. This isn't too common except for in the pets section, where posts are frequently removed, flagged by other users w zero explanation as to why despite being compliant. Need to to better CL and have staff look at flagged posts before removal and include an explanation as to why, literal lives at stake when shelters become last resort.",1
457,Been using Craigslist since the got started. Very thank,5
458,Kind of funny this showed up on my page I didn't know what app was . There was no header. Try putting a header before you get into the information about your app. I was still searching for other apps to download thanks for interrupting if Craigslist is as bad as that I don't know if I will like it we will see oh well,1
459,excellent,5
460,Easy-to-use and trusted.,5
461,bangin like always,5
462,always find something of interest!,5
463,Very Iteresting,3
464,so easy and a huge relief to have my faith in humanity validated,5
465,I like that there is a chat bar now! 😁,5
466,"OK, wish there was morecars",4
467,There was an Immediate response to my posting and the transaction was completed before end of day.,5
468,"I've Been Fortunate To Get A Lot Of Job Interviews. I Didn't Graduate, I Don't Have The Educational Background Like Others. But I Have Work Ethics, Quick Learner. Adapting Is My Thing...",4
469,You keep taking down our Ad without any communication. What violation is committed. So vague!!!!,1
470,Was 5-star. Used to work well. Now fails to do anything with a message about Play Services and Play Store (and they ARE up to date). Uninstall/reinstall hasn't worked to fix the issue.,2
471,my first time using Craigslist. was like cruising through a giant flea market and at the same time I sold something.,5
472,i really enjoy using Craigslist to see what people near me have for sale.,5
473,"Keeps flagging or removes post no explanation nothing out of line Like looking fo professional masue in ,no fakes it said general community",1
474,a classic platform. the OG if you will but is updated with all the tools. very easy to use and great results!,5
475,great sale!!,5
476,needs more detailed categories and more phone number suggestions not pay for ads,3
477,sold in week. very satisfied,5
478,"Tries to make the craigslist experience more convenient however it's way too glitchy to function properly, sadly. This app needs a major bug fix.",2
479,this app is very useful and I think it is very helpful.,5
480,I was able to sell some old stuff that was sitting around,5
481,A Great option for subletting. Thank you,5
482,interesting...,5
483,good,5
484,"had followers on my estate sale and purchases, thanks.",5
485,good site,5
486,love it,5
487,This has helped us sell many different things! Thank you!! Thank you!,5
488,very easy to use,4
489,cl is the best place to sell and buy. sold a ton of stuff on there and also found some awesome deals,5
490,hands down best app yet,4
491,👍,5
492,I've messaged multiple people about buying items. 1. The location was wrong on the post. 2. Didn't get a message at all 3. Received a cash app warning about a potential scam when trying to buy an item and the person offered shipping. I just assumed from that point that it was a scam,1
493,Great place to post,5
494,if it weren't for the scammers this would be a great site for selling things.,5
495,Busy,5
496,Seriously fix this app it's about as stable as my ex.,1
497,it works fine for me,5
498,this was a great experience less than a week and done,5
499,they have made Craigslist much better to use.,5
500,way better than a previous CL app I Had tried... really easy to use buying or selling 2 year update: totally great app,5
