,content,score
40,No complaints,5
41,One Word.... AWESOME ....& AWESOMEST🏆🏆💪🏿💪🏿,5
42,Very productive items on ebay,5
43,Quite great,5
44,"It seems now when you search for an item and try to sort by lowest price, the low prices you saw in the search disappears because ebay filters it out. Not happy",2
45,Very good,5
46,Very easy to navigate.,5
47,great,5
48,Great. Find nearly everything I want,5
49,Works very well,5
50,"App has been very, very helpful.",5
51,Does what I need it to do,5
52,Great! !!!!,5
53,Very good and easy in purchase,5
54,"So glad ebay has an app! It makes even easier to get the items I want with a push of a button. They have such a wide variety in sizes and different looks, old, new and today. They always have the shirts I'm Looking for that are hard find! I Keep coming back! Lol",5
55,"Ebay is the best place to buy/sell! The app is nice & easy use, However, the app pales in comparison to ebay customer service! Literally every single time I have called they have gone out of their way to help! Even if they aren't able to give you what you want, they will look for a resolution that is acceptable! I wish everyone had the level of real caring that ebay reps have. I need a lot more room to truly say how much they go out of the way to help! Sorry I'm out of room and haven't even star",5
56,Excellent for online shopping,5
57,eBay. What more can I say,5
58,Great app for shopping,5
59,Excellent app it just makes everything that much easier rather than the website through Google. If you use eBay often the app is well worth a download.,5
60,"This app is simple and works well, it makes searching g through ebay listing's on your phone quick and makes good use of limited phone screen space",5
61,Great place to buy & sell the all items.,5
62,If I could give you zero stars or a negative number I would I lost a lot of money for nothing you don't even know the condition you lead me to I am writing this while crying,1
63,Good,5
64,Good,5
65,Ebay supplies me with many hard to find items and the app makes it easy.,5
66,very good service could not believe how quickly it was delivered tanking ebay 👏,5
67,It just goes from worse to worse an joke of a app only notifys me about an item ending sometimes. New update more changes no one asked for or needed now less user friendly,1
68,Great place to shop.you can usually find everything you need on this site.,5
69,"When im looking for something and I can't find it, I can always count on ebay to find it .",5
70,Some items ok but beware of things described as new being used.,3
71,Easy to use app.,5
72,Services are great,5
73,Perfect,5
74,fantastic,5
75,"Repeated in-app surveys interrupting with feedback requests, that they promise to listen to.. yet the interrupting surveys never stop. What was I doing before the survey popped up in the middle of me working on a a task, and derailed my train of thought? I dunno! With seller fees forever going up, and buyers facing more and more cookie-cutter repetitive (sometimes bordering on deceptive) listings swamping any decent deals, eBay is now a pale shadow of what it was when I joined in 2001.",1
76,I like it,5
77,It's eBay you must of heard of it by now,5
78,"Always have a large variety of products, with options for new, refurbished to suit all needs.",5
79,Dreadful,1
80,Goed,5
81,"I have redone this review more than a couple of times, and I still trust and love the service - even in the ultra rare occasions things don't work out - eBay look after their customers every time without exception. Well done, loyal customer here.",5
82,"Doesn't work. Every action meets with ""invalid access token""",1
83,"Great for those who still use eBay, unfortunately with all the other competitors, websites, apps, ect., selling on here has become a bit of a challenge. Still a great place to find rare, unique, one of a kind items, and certified merch and guessing that probably won't change. 🙏",5
84,Very easy and pleasant to use,5
85,It's amazing app. I love Ebay. I can get everything in one place. Brilliant superb work,5
86,Very good.,5
87,"They didn't work in India bro , don't download it. It's for foreign countries only.",1
88,It's great,5
89,First time use this app makes life easy,4
90,Great shopping experience!,5
91,Always find the parts I desperately need,5
92,I need a charger for my celebrity x handicap scooter 🛵4'5volt 3pin connection When will I get it What is the price for it,5
93,Excellent,5
94,Great,5
95,It's good,5
96,😀👍,5
97,Give you what you are looking for and good value.,5
98,The best,5
99,Was east for me to use,4
100,I use this app a lot but it's disappointing you can't collect nectar points anymore.,3
101,Super,5
102,Been using for year and I still love it,5
103,Good Games 🎮,5
104,Simple and easy to use,5
105,Loving everything about it,5
106,"latest version is stuck on a ""something went wrong"" error, had to downgrade to the latest July version for it to work again",1
107,Excellent,5
108,Tutorial e-commerce,4
109,LOVE EBAY! #1 SINCE FOREVER 💯🏌🏻‍♂️,5
110,Ebay always have exactly what I'm looking for.,5
111,It does what it's supposed to do for sure,5
112,Easy to use,5
113,I love eBay. The app is super user-friendly. I buy stuff all the time. It's super easy to search for items you're looking to buy and very easy to cash out. Thanks :),5
114,Fees are ridiculously high.,2
115,A seamless experience. There can be a slight learning curve to find all functionality.,4
116,"It makes everything a lot easier to navigate than the web version. I wish I had installed sooner actually lol. Oh, plus they gave me a 5 dollar discount for signing up!",5
117,Great to find hard to find items. And some new things as well. Very happy with the app.,5
118,"Often it's good, fast , reliable service",5
119,Super east and visually appealing.,5
120,Huge product selection👍👍👍👍👍👍👍👍,5
121,"Shoe mike I've been buying sneakers on eBay since February, now I have 45 new shoes and 75 in my cart, I love eBay it's the best thing sorry to say it's way better than Amazon.",5
122,Easy to use,5
123,Every time I have used the app I am pleased with my shopping experience.,5
124,Awesome,5
125,Getting shittier by the day!!,1
126,Ebay is a great place to find deals,5
127,Great shopping for retro games,5
128,👍👍,3
129,"I was using eBay on Google and it prompted me to download the app every time I refreshes the page, I'm not getting the app",1
130,"Stay away from eBay. As a seller, this platform has extra fees and hidden charges for shipping. Buyers as well. This platform is not what it used to be. I used it for 18 years. No loyalty or respect. Fees are ridiculous. I dont know how you can make money here. I paid 13.90 for the shipping label and then charged an extra 4.89 in unexpected charges. After the item was delivered. Im closing my accounts and selling somewhere else like temu or etsy. Im done with ebay fees",1
131,Great prices and items,5
132,Great 👍 they always have a variety of whatever you may need or want!my kind of store,4
133,Excellent,5
134,ALL THAT 👍🏾😄,5
135,Easy to use,5
136,Fast to order and track your item,4
137,Nice prices... everything you want and need,5
138,Easy to get set up as well as navigate.,5
139,Good selling app.,5
140,It's good,5
141,"Unable to leave feedback. They now want a product review at the same time. Nope, denied... If that's what they are going to ask for, then I'm done leaving feedback.",1
142,Excellent please help me,5
143,Love em all,5
144,"eBay and partners have been fabulous, meeting and exceeds my expectations. Highly recommend eBay for unlock government phones :-D Thanks E Bay",5
145,Very good,5
146,Buyers often break your items and then return and ebay will charge you extra so you loose money,1
147,"Great app! Works well for me,updates were nice also thanks so mooch.",5
148,Functions as it should,4
149,I like using the app it's very convenient. To bad so many people try to over price things like coins but you can get stuff pretty cheap tho,4
150,Better than facebook market and amazon,5
151,"Was great until it stopped working. Get a message about a technical error. Have uninstalled, cleared cache, deleted app data and still won't work. Fine on a browser so app problem.",2
152,"since I'm a client of ebay I had purchased a few items and everything was as the store personnel said I will receive my items, I'm pretty happy with it, keep working as well as you can!",5
153,Awesome,5
154,The best of the best,5
155,fabulous store,5
156,"Been using eBay since the 1890's. Computers were slower. Horses everywhere. Simpler time. Auctions only. ""Buy It Now"" is a viable alternative to Amazon. Ebay runs a lot faster now with electricity being so common. 👍🏼",5
157,Great 👍🏾,5
158,not compatible with my device any more??? why? just don't want me to use ot any more? OK,1
159,because they always show you from where is coming what you buying and you know almost how long is going to take to receive your stuff,5
160,Great deals fair prices fast shipping.,5
161,Fun so easy to navigate 5 ⭐,5
162,"Notification: ""X item price reduced by $0.29!"" But that is some how a ""general notification"", which if you turn off, you also won't get 2FA notifications. Seriously, eBay?",2
163,"Great prices, easy to use.",5
164,This platform sells fake items. I bought the original but the scammer sent me a fake. I requested a return request. They offered to send the item to Sri Lanka at my own expense. I reported this to the support team but they said it was normal. I do not recommend this experience to anyone.,1
165,I always loved eBay,5
166,Better experience than the web.,5
167,This app is very helpfull,5
168,"Ebay has always worked with me, even when something didn't show up. I talked to the seller, and the shipping company failed to ship in a timely manner. I was refunded my money, and then I ended up getting my product weeks later and let eBay and seller know,and I had no problem paying for my item.",4
169,Very good search engine great purchasing ap,5
170,I have good experience buy things,5
171,👍🏽👍🏽👍🏽,4
172,Perfect app 👌 for all kind of shopping and support service are excellent as well.,5
173,My experience with eBay has been exceptional and I expect the app to enhance it!,5
174,Amazing,5
175,Incredible,4
176,Great app!,5
177,Really great,5
178,Great,5
179,Always good choice of stuff and good service 👍,5
180,Works.,5
181,Perfect,5
182,Love E bay good service,5
183,"Great experience, secure shopping",5
184,My experience is excellent with this app.thank you,5
185,"cant even get on app as stupid thing says im a bot, customer service said change my password nope that doesn't work either their useless",1
186,Hard to find or obsolite products,5
187,Stuff drawing,3
188,Usefull app,5
189,"FAKE MONEY GUARANTEED BACK. No help or whatsoever for the buyers, non professional and the worst customer services.",1
190,Always usefull! Thanks😊,5
191,"W, you w,zz Wzw71 7/11/",2
192,Indispensable,5
193,Wonderful app. Makes life easier.,5
194,Good,5
195,Awesome,5
196,App has been great since I downloaded it and started actively using it. It's better than going to the website all the time. It does take a while to figure out where different menus are located.,5
197,I love ebay,5
198,"Good app, the UI needs some work",5
199,Very helpful when things go wrong,5
200,Awesome,5
201,Very Good,5
202,Lost its appeal for buyers and customers alike for the declining level of customer service and their ambiguous policies,1
203,Awesome app,5
204,Can't sign in back... Every time... Ooppass an error- try later... What did you update there?,1
205,Very easy to use .,5
206,Good Helpful Information,5
207,awesome 👍,5
208,Always a great experience!,5
209,You have a good 😊 vibe to return the product if it's not the right one,4
210,This went form a tree to a two I just listed an item that was then taken down saying that it had a policy violation but ebay do not even specify what violation it is exactly and whenever I click on the tree dots to then remove that listing there's a glitch and nothing happens,2
211,Great app,5
212,"I have a collectors original beanie baby. I saw the price it was being sold and marked it slightly lower than everyone else since ebay has a limit for new users. They banned me for life. Their explanation ""they don't trust me"" I had to give them my I.D, a picture of me, and I filled out the forms. I've seen disgusting things on ebay but a beanie baby is where they draw the line? I tried asking for more info. They blocked me.",1
213,"Only 2 stars because of the transaction fees, they are absolutely ridiculous, if you sell something for £70 you will loose £10 in fees, it's robbery. I sold something for £3k and lost over £400 in fees. I can see why people are stopping using ebay to sell things on, they just advertise them on here and do cash on collection when possible. Ebay is more expensive than an auction house which blows my mind.",2
214,Easy to use. It's eBay so great for those rare or specific items you can't get in shops,5
215,I get things at a reasonable price with free delivery and quick,5
216,Good,5
217,Great app.,5
218,"No supported browser found to open link. Default location keeps resetting, no back button... Poor user experience in high tech era.",1
219,A great app 👌 👏,5
220,"Keeps logging out! Joke! Inbox ain't messages, how stupid! What's the point of having app verification if never works!? Terrible design deliberately made to mislead sellers and overcharge their costs, often with no protection!! Fees are ridiculous for the service provided. Huge step backwards in design! Constant listing manipulation and shadow banning for sellers during promotion period! Negative feedback removed for those who pay for premium, no consequences for unpaid items and much more!!!",1
221,"I've just uninstalled the app, which is what I assume eBay want, due to Nectar being unlinked from everyone's accounts. The only way to collect points is to shop through Nectar, which is what I will now do. They've also removed Amex in yet another greedy, anti-user move. Ultimately, the eBay app is now useless.",1
222,Great for hard find parts,5
223,Good,5
224,"just easy and simple to order,and it arrives really quick .no hidden codes ect to do..",5
225,Excellent and prompt response from customer service on reports. Thank you.,5
226,"I love the app, very well designed",5
227,Brilliant,5
228,Gut 😍😍😍😍😍😍😍😍,5
229,Easy to use,5
230,I Love ebay,5
231,can't get in the app no matter what I tried. not impressed.,1
232,Very happy with it,5
233,Good,5
234,Great app for online purchases.,5
235,Easy to use and helpful when needing to sell an item.,5
236,Cool,5
237,It's been about 2 years since Ebay has increased the shipping price a lot and because of this the app has become useless.,1
238,Excellent so far,5
239,Very easy to find your need stuff...,5
240,I have been experiencing fast delivery for all items purchased,5
241,Works flawlessl,5
242,👍,5
243,"Looking at second hand clothes doesn't guarantee that they will fit!!! Shopping in real shops prevent fraud and guarantee your gonna get something that fits, without the delivery charges or postal charges 🦉👍🍻",2
244,Good app to buy Magic cards. Great app to have !,5
245,Real market app touches the needs specifically unavailable items.,5
246,Grate app,5
247,Exceptionally wonderful,5
248,"Works well. Could be are easier to find deals that are offered, like the 70% off fees but overall I can't complain",4
249,"I like eBay just about anything you need is here somewhere normally sensibly priced. Some care is required if purchasing expensive items as you may get fake or unregistable items, also ensure you get a serial number and product codes, if in doubt ask, eBay returns policy is normally straight forward. Occasionally things do arwy, but that's internet shopping in general. Ebay do protect the buyer to a fairly good degree. Great for the small items.",5
250,I've got many good experiences with my purchases so far.,4
251,Great site,5
252,I love it,5
253,Easy to use and navigate. You will also get a special offer for making your first purchase in the app! Thank you eBay!!!,5
254,It is a great place to shop for what you want to get,5
255,"Great, user friendly",5
256,Very convenient and useful,5
257,Yeet,5
258,Good,5
259,I like ebay it's nice but what I hate is that they always change my bidding start price whenever I'm selling sm and I put a good price down they change it to $9.40 like it's soo annoying.,3
260,At first the recent redesign was annoying but still functioned minimally. Now however all you get to do is look at a loading page. Stop messing up the few things you actually have working correctly. If it works leave it alone.,1
261,been using for years. never any issue.,5
262,So much stuff I like and it's in good function,5
263,Very fast and easy to use sellers are reliable and responsive.,5
264,There easy to used,5
265,"Never have a problem with ordering, shipping or products. And customer service is good if you do.",5
266,Authenticity is EVERYTHING,5
267,Essential to war gamers & role players.,5
268,Very good service,5
269,I am very happy with the ease of the app. It is very user friendly.,5
270,"Originally rated the app 5 stars but since it keeps asking me to rate the app even though I already did I'm dropping the rating to 3 stars, get that fixed and I'll give you your 5 star rating back.",3
271,Love this app,5
272,This whole website is a scam how am I being charged selling fees when nothing even got sold??? Fk eBay go use depop or literally anything else that isn't a scam,1
273,Fun,5
274,Cheap parts and accessories,5
275,"Unfamiliar and leary about online shopping, but took chance with well-known eBay to purchase items. After receiving a battery operated, toy version of what was supposed to be a beautiful household appliance, I found out that if we want that refund as promised, cost of shipping for returns are on us. Maybe depends on reason? Was offered a one-time limited reimbursement, but it would require having a PayPal account. More personal info, huh? Don't have, don't want. Lesson? It pays to be Leary...",1
276,"Fast and simple ,no confusion.",5
277,Fantastic Products at awesome prices,5
278,Hello ebay,5
279,Over 1000 items purchased and will continue to buy and sell.,4
280,THIS IS NOW ONE OF MY FAVORITE BUYING AND SELLING HELP because there are soo many things up on auctions and just buying in general 🤩,5
281,Ebay is now controlling the items I list starting my auctions at .01 instead of the 1.99 I start them at and keeps putting Ground shipping when I want to use standard envelope shipping. I will b done with ebay. Thanks for nothing.,1
282,"To date, finding everything I'm needing.",4
283,early adopter of eBay and I still use it to buy hard to find items,5
284,Excellent,5
285,Perfect,5
286,"Another device about to be consigned to the landfill, apart from not being compatible with eBay its working fine. Oh well time to look for a new tablet, where shall I look? Maybe eBay! Oh no, I can't can I? The tablet won't let me access the site. Catch 22? Nope I can still use Amazon. Wouldn't you have thought they'd have co-ordinated their game? Bye for now eBay.",1
287,Great parts at a great price,5
288,Good for everything that you always wanted,5
289,Awesome stuff and most is free shipping which is a plus,5
290,"Great app. The original big online market, and still the best IMHO.",5
291,Awesome app for shopping,5
292,nice service,5
293,It brings what u are looking for,5
294,You could sell and buy in the same place But the thing I kinda don't like is some times you can get scammed,4
295,Very nice,5
296,"Good, but I recently had a network error thing, and nothing on eBay would work. But everything else on my phone worked, Google, online games, YouTube, etc. So, I don't know what's going on. This has happened before on a different phone. But, please fix it.",4
297,"Easy to use and amazing access to stuff you want, and need, and didn't even know you HAD to have!",5
298,Makes it easy to check on purchased items and monitor my account. It is convenient.,5
299,Update my app please,5
300,Ebay and Seller work together,5
301,One of the best apps I've Great app easy to usegot,5
302,Ebay for no reason shadow banned my ebay account I started in 2008.,1
303,First class,5
304,Terrible customer service. Full of well-known scammers. Don't waste your time on this trash app/site,1
305,"Bad app. Despite entering correct user/pass I'm told 'technical difficulties, please try again later'. Been going on for weeks, and have uninstalled/reinstalled. Just doesn't work and means I need to open laptop every time I want to shop, sell or reply to a simple msg. Not good.",1
306,"Good products , Very fast delievery",5
307,The real exception to on- line purchases hype that comes along with any new business beginning you won't have to worry about with e-bay!!,5
308,"It's eBay, it works, haven't had any issues yet. UI could be a little more readable but it's not atrocious",4
309,Very good 😊,5
310,very easy to navigate and a well put together app,5
311,Never had a problem here.,5
312,Wonderful but please let them add Nigeria as shipping address,5
313,The support when / if anything goes wrong is great. Gives me the confidence to buy from many different sellers and get some great deals.,5
314,Great way to find what I need.,5
315,"Perfect, thanks",5
316,"A great place for used items for a ""1 Stop Shop""",5
317,Good app in general,5
318,Swiss army knife of shopping apps,5
319,Great,5
320,Very good products for products you might like to buy.,5
321,Yeah Mhmm,5
322,I love using ebay.,5
323,Great Apl,5
324,It s@cks!,2
325,Always seem to have what I need i have never had a problem ebay 5 🌟,5
326,Helpfull user interface that teaches you how to use the app. Having a smooth experience so far for just starting out.,5
327,Been very good 👍,5
328,My go to place for everything art and collectible. Very safe to shop here.,5
329,Functional. No glitches. Great place to shop/sell,5
330,Always double check reviews when buying off eBay. All purchases are secure and safe,5
331,New to eBay but loving it! I'm in a really complicated situation at the moment and eBay has been a big help!,5
332,Never no problems,5
333,Easy to use,5
334,Easy to use,5
335,eBay is my go to store. This app is easy to use. I have never had a problem with it.,5
336,"Fantastic, magnificent, inspiring and eclectic !!",5
337,AAA+++ Easy to use and navigate!,5
338,This is my first time using the app I'm delighted to say how easy it was finding my item so quickly paying for it was so simple n easy thank-you,5
339,Brilliant app,5
340,I've never had an issue with this app. You want it get it on Ebay. 4 🌟 because I want you to stay trying for 5 🌟.,4
341,"Permabanned me because someone els opened an account under my name. Total bs, they allow your identity to be stolen. Don't bother trying to sell or buy.",1
342,Easy.,5
343,Thousands of items at your fingertips,5
344,"I listed a item for $35, double checked it was correct before listing it. 24 hrs later I get a notification that someone placed a .99 bid on that card. Ebay had someone changed the price of not only that card but a much larger one as well.",1
345,It easy to find things I don't have to ask for help,5
346,Pretty nice app. It does exactly what it will do. Thanks 👍,4
347,It's a good app and has a good UI.,5
348,Fantastic on every level! Always been my favorite!😁,5
349,Utter RUBISH.! I have had my account canceled for. No reason given and absolutely no way to contact the company. I am disabled now my life is so mudc mh harder. Thankyou Ebay.,1
350,great company,5
351,The yanks are very greedy on listing fees and take a high percentage of the final price,2
352,Only giving a rating so the app will stop pestering me for a review.,3
353,Excellent,5
354,Goods deals and Good sellers,4
355,"It works for me yet it may be rubbish for everyone else. Glad eBay has ended its association with PayPal/PP. PP ruined it for me in 2002. Haven't sold anything since. May start selling again if PP are not involved. I have purchased some unavailable elsewhere spares and I am very grateful for that seller offering them for sale. I only buy Click and Collect as delivery here at my home address is a nightmare being a manual wheelchair user. Live in a high-rise, they expect me to go down to collect!",5
356,"I've got a problem I have had an offer from a seller, but when I click on Review Offer it says ""Your ebay app is outdated, please delete your present app and then turn off your mobile. Restart your mobile and then reinstall the ebay app to fix the problem"" I did this and the message ""Your ebay app is outdated"" still appears I checked other offers from other seller's and the message doesn't appear I have installed the latest ebay app from the Play Store Why am I seeing this message?",5
357,Very good.,5
358,It's the eBay app. I always use it for when I am looking for something cheap and actually works.,4
359,Fast and accurate,5
360,I think am addicted to this app if i see any advertisment i open eBay looking how much in ebay everything i need i found it very easy to find things if am going to talk about eBay app i dont think there is words to say more than i talk abut this app to everyone literally everyone am addicted and madly in love been in eBay for many many years and none of the other apps take my business beside eBay i feel home in eBay thank you for making shoping very easy and very smoth you are my besty,5
361,"Fast buying process, once all is settings in place",5
362,Suspend me without any reason,1
363,"A good interpretation of the desktop experience, which has improved in the past couple of years, causing me to change from a four to a five star review. Certainly useful for listing items.",5
364,Ebay support will lie to you about getting a refund then have you wait days just to contact a new agent to be told the first one lied to you better off buying things from a different site,1
365,eBay is my go to for my auto parts,5
366,A app that sells rare stuff,5
367,Easy to find what you are looking for. Many times my first stop when searching,5
368,Great way to find deals.,5
369,"Good app when it works if you delete your messages they keep coming back after an hour,also the fees for selling are unreal £7 fee to sell a video game 🤣🤣",1
370,It's got all my favourite things,5
371,Just quick and easy buying or selling,4
372,Happy days,5
373,I love it,5
374,Easy and convenient,5
375,Its a handy app to have control over my store.,5
376,Won't let me except offers because I haven't updated app to latest update but I'm using the current update now and still wont work.,1
377,Can't save searches anymore in Android. It used to work.,1
378,Mostly good prices and very comfortable easy to find stuff,5
379,"Well first, fees are too high when I sell something. When I got scammed I contacted an ebay agent and they told me to wait a couple days then contact again to get my money back. I contacted them again after trying the seller and they said they can't do anything. Never got my money back and seller removed my negative review (with ebays help) to get their lying ""100% positive feedback."" So much for ""money back guarantee"" Ebay is not good AT ALL when there's a problem and even is a complete lie!",1
380,Good app,4
381,I can buy just about anything or sell.,5
382,I spend all my paychecks on eBay. They need to give me like a gold membership.,5
383,Good,5
384,Great deals,5
385,"Ebay is such a blessing of an app. The things that I would've never gotten in my life, I have acquired through this app. I love this app and will use it until the end of my days.",5
386,Excellent AP to use Ebay!,5
387,I love ebay and the audience they provide me for my side hustle and its very effective.,5
388,disappointing that you don't get a list of your ebay plus vouchers on any screen for this app since you pay for this service.,2
389,When listing on the app it changes all my prices to $0.01 What a ridiculous glitch.,1
390,So much better these days. .,5
391,Great,5
392,"I have conducted the majority of my shopping through this application, and I have found it to be quite satisfactory. I have not encountered any issues or complaints regarding its functionality. From an aesthetic and general perspective, it is an exceptional application.",5
393,"I RATED 5 STARS BEFORE YOUR LAST UPDATES...!!! Purchasing on eBay has become increasingly frustrating after the recent updates. Reaching customer service now requires spending over half an hour navigating through a chatbot, trying to find the right keywords to finally reach a human representative. In the end, you may find yourself deceived by a seller, out of pocket, and with your case put on hold for two weeks until the seller returns from vacation.!!!!!!!",1
394,Dramatic improvement over last time I tested several years ago. Nice Paypal integration. Better than Amazon shopping. However there should be an easier way to toggle between a particular item you search for that has sold and the price versus the asking price of what's on sale. In other words I'd like to know the sale history of a product I'm searching for,4
395,nice,5
396,I am trying to find out what to do as I'm new to this,5
397,Love to shop here,5
398,Everything I have bought has arrived on time and been great quality. Easy to use and customer service is great and really helpful.,5
399,I can find almost anything on eBay! It's easy to buy the products and the shipping is very reasonable. I don't like to use the bidding because when I want something I want to buy now.,5
400,Customer service won't help you.,1
401,"Nice for buying online, better prices XD",5
402,"The constant Spam notifications I receive from sellers when all i'm doing is viewing a item Is extremely annoying. It's getting to a point where I no longer enjoy looking on eBay. I've turned off all notifications, but unfortunately it makes no difference.",1
403,eBay starts to be a joke . You can win an item but the seller can decide to cancel the auction and you can't even give him bad feedback. Not to maintain that you have no support from eBay/real person anymore but AI .,1
404,Cant fault it,5
405,Love ebay it is an amazing app,5
406,Good info,5
407,Good app,5
408,"There is bug on ""Track Package"" page. After provided the tracking number several days ago. The ""Track Package"" does not update.. After checking the package on USPS, the item has been delivered today. But the 'Track Package' page on eBay still remains the same... My Order Details page still remains 'Shipped' instead of 'Delivered'. Please fix the issue. Thank you",2
409,I have been using eBay Australia app for a while now and I see a lot of collection available. Purchasing on eBay will definitely help small businesses along with the convenience of online shopping.,5
410,Great secure buying.,5
411,Very happy with this app from finding what you want to delivery never had a problem,5
412,I utilize eBay frequently and I always compare their prices to prices I can find on other sites including amazon. Multiple times eBay is quite competitive and the support that eBay does of its consumers is spot on,5
413,Items for sale are always exact as described and shown. They appear at the door as promised Price is very reasonable,5
414,"Ebay needs to amp up their game, I am finding numerous items on amazon 7 to 12$ cheaper. I was an abbit ebay shopper but why pay more, when you get same product for less and faster shipping. I still use auction for occasional items but Ebay needs a change.",1
415,Can't copy tracking number above tracking history. Needs an app lock too.,2
416,"Basically awesome, experiencing some glitches but overall 👌",5
417,Love everything bout the sportscards that eBay does. It's an amazing app everything in sports cards amazing app,5
418,Works well,5
419,Good,5
420,Great deals!,5
421,Very cheap,5
422,very good service,5
423,I am an avid and frequent user.. My compliments! Thank you,5
424,I love everything,5
425,Really good for selling and buy things 👌,5
426,Reliable shopping everytime,5
427,"Use it for everything, thanks🤙",5
428,90% good,5
429,i like by the fact that you find everything and i mean it,5
430,Not easy to find out how to operate the eBay site a,2
431,It's nice to shop the e bay,5
432,"""Excellent!!""",5
433,Always a great experience,5
434,Thank you all at EBAY.,5
435,"Having trouble listing my items, now that I have time really, they changed everything about listing the items",2
436,Kicked me off and wouldn't tell me why. All I did was sell items.,1
437,Always have been a Ebay Shopper,5
438,User friendly!,5
439,Have nice stuff gets hung up in Knoxville Tn good place to shop,5
440,Great,5
441,Usually get exactly what you look for shipping z they take care of everything and overall experience is pretty decent,4
442,Nice & easy to shop,5
443,Has always been gd no problems,5
444,Excellent purchasing app. Much better than others .,4
445,Yea!woo!,5
446,The app requires updating,4
447,"Trustworthy adds, delivery of items has went well so far",5
448,I am retired but really enjoy looking at EBay,5
449,"Great easy to look for what you want ,trustworthy and the ebay money definitely makes it worth using it , I aways tell everyone to check ebay first .",5
450,Great!!!,5
451,Easy to find items & use to order!,5
452,Good stuff,5
453,"Everytime I post a listing, ebay lowers my buy it now price. Now Im unable to list anything out of fear of losing too much money. This even happens when creating listings from my computer",1
454,"O have a Fire Tablet, when it suggested it was available for all my devices, it sure didn't list this one. Sad, sad, SAD!!!!",1
455,Very happy with the app,5
456,I do a lot of shopping here,5
457,Clean site Easy to use,5
458,"Easy to use, extremely valuable when you are looking for it that unique item! Find what you were looking for from someone that has a high rating to ensure reliability!",5
459,Great ebay app,5
460,Very good service thanks for perviding it.,5
