,content,score
15,"Great concept l, works well on laptop. App is glitchy. On the app not all items load, there is no option to advance to subsequent pages. So you see less options. Jump on a desktop or laptop and use url the options are almost limitless. Fox the app.",3
16,"Absolute scam Do NOT send your clothes in. I sent athleta leggings and they didn't show up on my selling page, so I pm'd them asking why, they replied oh we have plenty of them. Then why wouldn't you send a list out with what you're not taking? And they don't send them back!The clothes they took I would get about $1-4 per clothing item, but guess what you have to pay them a fee, so 4 of my clothing items sold, but didn't meet the $18 fee, so guess who didn't get paid? Donate or eBay your clothes",1
17,Excellent app! Super buys!,5
18,"Newest update no longer sorts saved searches by ""newest first"" when choosing to sort by newest; it's just some different recommended items, not the newest ones. This, along with the fact that the last few updates only allow me to see the first couple pages of a saved search make finding things impossible and frustrating, even when just browsing.",2
19,Love what I've gotten so far.,5
20,I love thredup. I've been shopping with thredup for many years and it's how I get most of my clothes. But this app has its issues. These are the issues I have had over the course of using the app: unexpectedly crashes; shopping cart timers glitch; pay button takes multiple tries; points can't be redeemed from Rewards page; inventory within a custom search can't be accessed in its entirety (the page just ends after a couple dozen items or so). I enjoy the app otherwise.,3
21,"In my opinion, selling on thredup is def not worth it. I sent so much in and made $0. They sell your items and take about $15 from every bag of clothes they process, while they give you small change for each item sold. Literal cents.... So even if they sell your entire bag and make a nice sum of money for themselves you still don't get anything. I sent 4 large bags but I have nothing to show for it. I should have sold on Mercari/Poshmark. Meh to buy from-beware return shipping fees.",1
22,"There's a bug. Other than that, this is the best app for thrifting high-quality clothes.",5
23,"The app crashes every time you try to click search. It loads items by recommended instead of newest first and you can't change that. You can't just sort by actual measurements. It seems there is frequently some bug and when I've emailed before, the entire point was missed. A lot of items are final sale, which is fine, except when the description is incorrect and you're still stuck with it. So shopping is difficult and a gamble. Not really worth it anymore.",1
24,The app keeps crashing when I try to search for clothes.,1
25,"App crashes when trying to use the search function, given codes not working, less options available to filter and less product options than full site through browser on device or computer.",2
26,"Great shop, app needs work. I love the products and the idea behind threadup. I find it incredibly frustrating that I can't sort or search my saved items. It seems like they are doing a bit of work on the search feature, but being able to see white tank tops when I search for white tank tops, and not be shown 4000 belts instead, would also be cool.",3
27,"this app lacks style diversity so badly. the search filters and newly added picture search is great, but there's almost no options if you're looking for more alternative style clothing, or really anything that doesn't scream ""basic white girl"". hope this improves in the future :/",2
28,"Has it's moments but generally frustrating. There is a lot of variety and I actually think the search and filter features are good, however... 1. The alert to turn on notifications every time you open the app is obnoxious. 2. Quality is really hit and miss, and returns are a nightmare. I probably don't wear 50% of what I have bought. Remember these are clothes people don't want for a reason. 3. Selling feature feels like a total scam. I can get much better payouts on Mercari.",2
29,I like the old version better this one sucks. You can't see all the products for the categories anymore.,2
30,All the clothes are ugly imo,2
31,This update keeps saying opps something went wrong or only shows a few items at a time. Very frustrating! Undo button!,2
32,"After the recent update to allow users to search for brands or looks, the app traded off the ability to scroll through the inventory. I used to be able to scroll to my heart's content, but now I am capped at a certain number of items. I tried reinstalling the app but the same problem persists. This new feature defeats the purpose of thrift shopping to look for things you didn't know you wanted or needed until you see it. Please change it back to the way it was before.",2
33,"This used to be one of my favorite apps. I've made multiple orders over the last few years. I thought the push notifications would be great, but when you click on them, it takes you to a completely different unrelated brand and product. That leaves me searching for the one they told me about. IF I can find it. Also, the number of times I've ordered a clothing item AFTER checking the measurements which are or aren't included, and gotten a youth or child size is ridiculous.",2
34,"Horrible UI. ""New and improved"" app is just as atrocious as the version before it. Scrolling is laggy tap. Pressing the back button after looking at something puts you back at the top of the list. Crashes, lags, have to close/reopen frequently. By far one of the worst apps I've ever used. Polishing the *look* of the app doesn't improve the trash functionality of it. Sorting searches causes you to only see around 15 of 1000s of search results. Devs obviously have never used their own app.",1
35,"Pays in pennies. It doesn't even pay you anything good, unless you have the clothes that rich people can afford.",2
36,"Good: I've found some really good things on here and really like the search features/filters. Bad: Quality of items has decreased. The 'sales' part has gotten increasingly stingy over the years and now they charge you to even paritcipate. The returns buttons are misleading (very easy to accidentially get partial credit back rather than return the items). Customer service is hard to access, with broken links and often through a bunch articles.",3
37,I love the idea of thred up but the lack of ability to return items seamlessly or for free is a major detractor. The latest updates have seemed to dumb down the app. The search feature is absolute trash. If I search for a brand that I want to see I get a million other things except for what I searched for. If I put something in quotes it just expands the search to show even more unrelated nonsense. Why would you do that??? Please fix the search! 🙄,2
38,"This used to be a good app. Decently priced, good rewards program. Now things are not all that much cheaper for the quality .. the rewards program is a joke, the free shipping amount is almost double. And for the past WEEK I can't load more than about 20-30 items at a time no matter the category or search parameters. Now charge to send a clean out bag too? And the amount of mislabeled items has gotten bad. Wrong category, and sizing on an astronomical amount of items these days. I'm done.",1
39,"Since the app updated, the search bar is broke and you can literally not type anything.",1
40,"This app is glitching- every time I click on ""Track Order,"" the app closes.",3
41,"Everything I bought was in new condition, some even had tags! Got better deals than any other site I shop on, even Temu ! Really fast shipping because warehouses are in Texas and Georgia. Right now having issues getting the app to open though.",5
42,"almost one star, the fees have gotten insanely high to the point where you somehow make like 1% of the actual sale after fees and each bag fee oh man, after more items sold somehow it got worse and my payout went... down... I saw multiple shoes sell for $30 a piece and got $0.00 after fees :,) guess i should have given my friends my old clothes. i want my sandals back :(",1
43,Absolutely a complete waste of time and resources. You have to pay a $14.99 fee to clean out. If your cash out amount is only $9.35 then you will not receive a payment. Instead you'll receive a $10.00 credit which only covers the shipping. Thredup is therefore charging you more money to donate clothes so they actually exist. Why pay $14.99 and turn around and get something with a $10.00 credit but still have to pay for the merchandise itself? I'm calling this app a scam that I do not recommend.,1
44,"The clothes available to buy are current and in great condition. HOWEVER when you SELL your stuff they stick you with a 15.00 fee which basically eats up what your supposedly going to earn from selling your clothes-which btw they offer VERY VERY LITTLE for your clothes. So it's a joke. I'm sure that fee pays for the ""free"" (not free) shipping. I would NOT free recommend selling to ThredUp based on their businesses model.",1
45,It is very difficult to reach a live person for an order I had placed & not received any of these payments,1
46,"Typing in search is slow and messy. Interface is not organized intuitively. Sadly, I'm going back to the browser.",2
47,I don't receive any email to set up the account,1
48,"8/10/24: AI Update is Genius!! Add picture & SUCH a better discovery experience! Total Game Changer, I just dropped $400 LOL b/c am able to find what I didn't think I needed to find. Highly Recommend",5
49,"I sent gorgeous sweaters, designer shoes, designer everything and they sold 1 pair of shoes for 8 dollars. I rec'd NOTHING! WHAT A RIP OFF! AND NOBODY EVER GETS A CHANCE TO PURCHASE ""RESCUE BOXES"" since there is never a time or day they are sold. VERY DISSATISFIED AND EXTREMELY DISAPPOINTED 😞. I CANNOT RECOMMEND ANYONE TO SHOP HERE!",1
50,The app was decent before the last major update. Now the searches are screwed up and if I am looking for something particular it only shows the first few results and not all of the inventory. Not happy,2
51,"Awful update. All items disappear completely when filtering for a specific brand or sort by ""newest"".",2
52,"Need to fix saved search sort order. Please set default back to ""newest first"", not ""recommended"".",1
53,"in terms of clean outs, you get 20% or less of what they sell it for. I'm getting little to nothing for higher dollar items. they're selling 180$ dressed for 50$ and with discounts for cheaper a all I get 10$ or less (usually less). there's like a 14-30$ fee for selling your clean out and you could send in great stuff worth over 1k and still just break even with the fees. at that point it's worth nothing. buying is an OK experience. return policy is lenient. scrolling & filtering is terrible",1
54,Some wonderful finds and fun hunting them. Easy returns if not just what you want.,5
55,"I work in a male-dominated industry, the refinery industry. Though I work in the office, I have to adhere to a masculine dress code of jeans, steel toe boots, and long sleeve shirts. With the shirts I got from ThredUp, my work wardrobe is far more feminine without spending too much money! So glad this is available! And I can sell pieces from my old wardrobe!!! Winning!",5
56,ThredUp is a rip off!!! I sent them 15 items to sell and they only featured 5!! Then the amount of $$ I made was zero!! They take their cut and u end up with pennies. Not worth it people. There is another site where u can post whatever you like. Not happy at all with thred up at all. I deleted the app!,4
57,Every time I click add to cart nothing goes into the cart. It just does not work. I'm disappointed,1
58,"I regret updating the app two months ago. Every update functionality worsens. Right now, all Searches are capped to only a few results. It makes searching for Brands or even discounts difficult since you can't see what else is in inventory aside from the initial 30-40 search results.",2
59,"Returns policy is ridiculous! After this purchase, I will NOT be buying from you again.",1
60,It wouldn't even let me sign in to start it,1
61,"Don't waste your time selling clothes on here as you likely won't make anything with their fees and the small percentage they give you. Buying through thredup is hit or miss as it seems clothing is not inspected well and it can be described as excellent condition and often arrives with very obvious flaws. Store credit expires quickly, so don't accept that as a solution to any problem. Frustrating and disappointing all around!",1
62,I love this App in general but there seems to be a recent issue when else arching where it does not let you scroll through very long and just stops showing anything after 20 or so items. It does this more times than not so I can't search anything.,3
63,"Love the concept, and some of my favorite pieces have come from this site. I've also had a positive experience with the closet cleanout process. Highly recommend! I'm updating my review. The saved search is working for me now.",5
64,"Loyal customer for years. Never again. Gave me fake prices until after I paid. Then said they would give me discounts retroactively or I could cancel. Emailed me after I chose retroactive discounts, and said I wasn't eligible for them. Then why show me those prices you scammers!? Now I can't cancel. AVOID THIS SCAM SHAM BS!!",1
65,"I love Thredup, but it can be frustrating. The ""back"" button is a problem. I feel like it's a gamble every time. It only lets you do it so many times before the app just closes, and I never know where it's going to take me when it does go ""back."" I'm grateful they increased the cart time. It seemed odd to me to take things out of a paying customer's cart so quickly. Customer service is TOP NOTCH, but site navigation can be a nightmare.",3
66,The clean out option is like robbery. Don't give them your clothes,1
67,"Can't login with existing account info. Only offers option to create a new account or sign in with Google, etc. Unusable, if you already have an account.",1
68,"Right now, when I go to my saved searches, it automatically moves that particular search up or down to fit the screen. However, if I have a lot of brands on one of my searches and it moves it so the bottom bar hides ""see all"" and I cannot select it, rendering that search useless. It used to scroll as I moved it and wouldn't shift it automatically. Please fix!",2
69,I'm absolutely certain you've had costs to upgrade your system and app. But wow they was a little while when you beat goodwill in prices and now you're no better. Plus the shipping comes by carrier horse across the county. Using Ontrac has to be the dummest decision. You can't get a live person for help with Thredup. I've not saved anything shopping with you anymore and I may as well just use outlets and Amazon.,2
70,"I've updated my rating to 5 stars. It took a while, but the issue was resolved. I would still be careful sending anything higher end for consignment, but overall I think it is an very good place to buy and sell clothes.",5
71,Rare finds for the low priced people,5
72,Couldn't even make an account due to servers issues,1
73,"DO NOT USE THIS APP!! Don't use this app. They steal from you and then sell your items for 500% over the price. I sold over 15 pieces and got $0. Not only do you have to pay for the bag, but they have additional fees. This was not the case before. Just use Poshmark or other selling apps. ThredUp is just another scam. And then, if you want your things, you didn't sell, you have to pay yet again to get them back. They still sell them, though. This is not fair.",1
74,"I've been using this app for years and it used to be wonderful, but now they charge a really high rate for any bag sent in and they also make returns next to impossible. No longer going to use this app",1
75,"Super glitchy, never seems to work as it should. Really really bad actually.",1
76,They accept waaaayy to much junk. I hate scrolling through countless unbearable clothes that won't sell just to find one item that is half decent.,1
77,"I love thredup, but the app is so glitchy that it makes it hard to use, and it's extremely frustrating",3
78,App does not work on Android. When I go to my saved searches it brings up a bunch of random things that aren't part of my search. Works fine on a non Mac computer but not phones.,2
79,"Very disappointed,you are better off listing on eBay or Vinted. This app is scandalous with the fees. You will not make a profit for you rstuff even if it it's new with tags.very disappointed. Please read the reviews before jumping into this app.",1
80,So much to choose from and items were always in great condition. I've ordered in the past and I loved everything I bought. Thank you for having so much to choose from. Ty🫠,5
81,"I like the app. Over the years there have been improvements to quality of life. But I CANNOT stress how much I am IRKED by when I say my sizes are 16, 18, and 20, and I'm shown constant size 12s and 14s. Please fix this",3
82,"The app works as expected. The search feature needs improved to narrow down the number of items you have to view to find what you want. There are literally thousands of items.... but example finding a tshirt with a dragonfly is like a needle in a haystack. The only other issue I've had is that the measurements are of little use. Some are ridiculous small for a size large or vice versa. I have to pass on a lot of final sale items, as measurements don't seem realistic. Good Luck",2
83,Overall app works somewhat well and is pleasant search function is a little weird (⭐⭐⭐⭐) unfortunately it has a very intentional nag feature that constantly begs for push notifications. I do not allow any apps on my phone to send push notifications. This takes the app from being a very mid app to an extremely annoying app that's constantly just trying to change phone settings I do not want to change. No means no threadup. Now ad links don't work. App experience just gets worse.,1
84,"App has no filters or search options for men's clothing. And yes, you do carry men's clothing. It's just unsearchable on your app.",1
85,"Worst experience, EVER! I sent them very nice, lightly used clothes. American Eagle, Loft, Kancan, Abercrombie... and after the ridiculously large percentage that they keep, plus the $15 fee, I now owe them money?!?! WORST COMPANY EVER!",1
86,I'd give a 0 if I could being charged for a product that was canceled. I'll never recommend thred up again,1
87,Finally placed a couple of orders. Created saved searches. They keep suggesting that I let them send notifications. Great. Notify me. So they notify me. Here is a perfect bodysuit that you were looking for. So I go for it and it is immediately gone as well as my whole flipping search. I can't find my search. I can't find the bodysuit. And I can't do anything on the site suddenly because it just searches and searches and won't stop. The site keeps stopping. I hate this flipping site.,1
88,I always find what I'm looking for!,5
89,"Prices are extremely high for the clothing condition. Purses are not in ""like new"" or even ""good"" condition for the price. If you go to Goodwill on a regular basis you can pick up designer bags under $25.00 dollars. I purchased a Gucci medium sized bag at a second hand shop for $65.00 and it was in mint condition in my eyes. The store had it marked in ""good"" condition because it had an ink mark from a pen inside. In other words, this site's prices are not in line with used items offered online.",2
90,Big rip off 6.57 for 16 items sold out of 5 full bags of cloths,1
91,"They managed to make a mediocre app awful after this newest 'update'. There are less pictures of items; measurements are written now, not pictured; the usability is sloppy - scrolling wildly, overlapping boxes of text, visually cluttered; something is now 'unavailable' vs 'sold' - why, who knows. Categories now have huge pictures instead of a more streamline list... But my saved searches are finally back after 6+ months gone, so yay, I guess ?",1
92,"App is glitchy. Saved searches disappear or the screen won't scroll down far enough to be able to see results, etc. The service & products are poor too. A majority of what I've purchased hasn't been represented fairly. Ex: a swim suit that had no more elasticy left, a purse with scuffs and trim missing from the leather (not shown in the photos), a shirt with pom pom trim that had a few poms missing. Stuff that should be trashed/recycled. No money back either, just credit. Shady.",2
93,"It's still very buggy. *So far* it isn't crashing every time you leave the screen anymore but it won't let you check out many of your saved searches before it bugs out. So basically, if you want to look further down your saved searches list after coughing on a search or item not towards the top, you have to exit and restart the app. This issue might not be as bad as it crashing all the time like it used to but it's been there the whole time and is still really annoying.",2
94,"EDIT: 7/10/24 Back in 2023, I left a 2 star review about the multiple glitches, loading issues, and inefficient UI. I'm happy to to say that I recently re-downloaded the app and was met with so many great improvements! Every issue I had last year seems to have been fixed, and I'm super excited to use the app again!",5
95,Thredup live chat has been amazing helping me out to resolve a problem I had. Awesome 👌 job!,5
96,Worst app. They sell my clothes and give you peanuts saying n reasons.,1
97,It's broken. Very broken. Unless my phone is that outdated. But by the reviews I don't think I'm the only one. It's not even worth trying to explain them all.,1
98,"Please do another update on the app and add the junior option back. The only way I can search in juniors is on the desktop site. There is no option on the app anymore. Also, I'm not a fan of the new way of searching. It's not as easy and doesn't save your searches like it used to.",2
99,I LOVE this app and have had several orders with no issues. The last update left me with glitches and unusable search bar. I literally cannot use the app at all anymore 👎 Hope the developers can get things straightened out for all of us.,2
100,"Selling on the service is one thing (used to get such better payouts), but the app is so buggy, and only getting worse. I can't see my saved list half the time anymore, saved searches are gone, the shortcut buttons don't work. Skip the app and shop online.",2
101,"LOVE thredUP, HATE the app. No matter what my connection is, it never wants to load my saved searches. Just keeps giving me a blank screen. My other apps work fine so I know this app is the issue. I'll just stick to the website.",2
102,"I've been using Thredup for years now and I mostly like it. However I'm starting to become annoyed at their badly designed search. I don't know if it's intentional or just bad design. I have my sizes set to XL/XXL and 16/18, and they show me 14s. I pretty much never fit in 14s. I don't want to see them. I get excited about a style... And then nope, too small. With big searches (e.g. ""dress"") it means I'm unnecessarily scrolling through dozens, if not hundreds of items that won't fit.",4
103,"Placed my order June 30th, takes forever for them to ship anything. My order was supposed to be here today July 5th and didn't show up now tracking says the 8th. If you need clothes quick without going to a store, id recommend ordering from somewhere else. This is the only app I've used that takes this long to receive anything. Even wish delivers to me quicker. Shipping should be free regardless of how much you spend with how long it takes to get anything.",1
104,"Often won't filter or load, despite updates and new phone.",2
105,"Selling on this platform is basically a scam. Absolutely ridiculous. First they charge you to send your clothes in. Then with all the listing, selling and shipping fees, you only get 8% of anything of yours they sell. So i could make more selling each item for $1 on the side of the road. It doesnt end there; if your items don't sell within 30 days you can reclaim them, but it costs $6 (minimum) per item to reclaim. I get the whole point is they do all the listing work ""for you"" but not worth it.",1
106,"this is such a cool idea, but why don't you do mens clothes as well? myself and many of the other guys i know trift/resell our clothes often, possibly even more then the women and kids i know, and many of the girls i know enjoy mens style clothing more. it seems like a strange thing to exclude",2
107,"App works fine, but DO NOT SELL ITEMS WITH THRED UP. Sent in a huge bag of nice clothes, and even though 14 items sold, I made $0. Waste of my time. Shopping is hit or miss. I've found a few nice items but also have received items that I wouldn't even consider selling (I did get a refund for some of those items).",2
108,There's no men's clothes or shoes.,2
109,Literally excludes men this blatantly sexist,1
110,The process time is way too long 😒 I hope they can fix that. If they need more people send over an application,2
111,"This used to be a great option for buying clothes. Sadly, the app has so many glitches, and the customer service is non existant. The only way to contact the customer service is through some ai ""Kustomer"" chat and which is worthless. I've been buying off the app for years and have spent a fortune for myself and children not to mention all of the friends I've referred. The app now operates more like some scam app than a real business anymore. Sadly I am done.",1
112,"I'm missing my $89 order, supposed to have been delivered June 3rd!!!!",5
113,ThreUp is easy to use and has a lot of variety at an affordable price. The return process is also really simple. I haven't had any problems with them thus far.,5
114,"They are constantly finding ways to make this a worse option than just buying new clothes from a store. It's more expensive, you can only return items for partial credit in the store, items you save become not eligible for sales??? Really guys....",2
115,love clothes and prices,4
116,"I have ordered 4 times, never received a package. I thought I must be doing something. I contacted support and tried again and again. They cannot be counted on to deliver packages and time is lost that could have been spent getting actual items from a reliable company.",1
117,Multiple orders with poor quality. Support is a joke. They wait Multiple days to respond and then tell you to get a refund. Guess what. Refunds not available. If I wanted used items literally held together with safety pins and items with holes all over (dresses)- I'll continue to order here..... get your service right and treat paying customers better please.,1
118,"The search function is entirely broken, can't type anything except a single letter and can't press enter either. Have been able to save searches either. I'm on Android so I don't know if that makes a difference",2
119,I'm having a problem cashing out on the items I sold,3
120,Worst app to sell your clothes on I'm unistalling,2
121,Exceptional name brands for less than 1/2 the price!,5
122,I can't find jewelry loty,4
123,The app has always been really slow to load a bunch of things. And glitches in the cart when your trying to scroll up it bounces back down on its own. Most of the time I get tired of it and stop shopping.,3
124,"App is terrible. Can't use saved searches, random items appear in my cart. Item notifications lead to nothing, just back to the homepage. They said this was going to be updated but it's the exact same app. Use a browser.",1
125,"Thred up is a great option for finding top brands at cheaper prices. HOWEVER, there is a 3.99 restocking fee on top of $10.99 (or more) return shipping. If you don't love what you get you're still paying for it. Selling items to them is less than ideal. I sent in 11 items, won't make more than $2 a piece and have to pay fees for the clothes I sent in. I realize they have to pay workers and for warehouses, etc but wish it was a great deal all around, not just when initially purchasing.",2
126,"Not loving the new design. You can no longer see any numbers, such as the number of items displayed, which I find very important, or number of favorites (not as important, but why remove it?). Another case of don't fix what isn't broken.",3
127,"Absolutely love thredup, but the app needs a lot of work. The app almost always has bugs. They've added a lot of filters, and are working on the app, but every time I get a push notification about something that matches my search, it never works.",3
128,"Great idea, ok execution Each update to this app seems to make it worse. Current version really messed up searching and speed. Search terms or filters don't seem to be recognized half of the time. Additionally, it seems if you apply more than one filter, the results never display. I'll continue to use the app because sales and selection are the best around, it just comes with the cost of frequent frustration.",3
129,"First, let me say that I LOVE thredUp.... on my desktop. (Although, to be honest, some of the search categories could be better.) But the app, or at least the version on my new phone sucks. When I get a notification on a saved search and click on it, it only opens the app instead of taking me to the results of my saved search. It never used to do this. I have since turned off all notifications. PLEASE FIX THIS",1
130,Easy Peaszy,5
131,"Not worth the download. I've seen products with the tag still on it listed at a higher price than the price tag. They charge a restocking fee which is crazy considering no other store will do this for a completely new product being returned and all their products are used so you dont really know the quality until you get it in person. They have been doing a price increase on clothes then marking them ""on sale"" but it's the same price if not more. Don't download.",1
132,Awesomeness,5
133,"I love this app, but I think the new update took away the total item count in a search. It's too daunting to start scrolling without knowing how many shirts I'll be looking at! Also, I can't find the premium search tool.",4
134,Ever since the last update this app sucks. It rarely let's me log in and if I want to log out I have to uninstall then reinstall the app. It's garbage. Edit: they are even worse now. I had the prices on most of the stuff in my cart raised. It went from $180 to $216. That's a big difference. They are shady. And my favorite items dissappear for no reason and I lose them in the app.,1
135,Updated my review (06/18/24) Positives - so many cute clothes and deals! - customer service is great. Had a top come with a not great zipper that kept randomly breaking and they refunded it. - the app used to have issues but has greatly improved. Negatives - I don't know or trust their cloth standards... I have sent in new clothes I never worn and been told they couldn't sell it because of 'wear' showing?!,3
136,Honestly this app does not work properly most of the time. Get it together thredup seriously.,1
137,"Love the deals, been a fan gor years, but the app is soooo slow & glitchy!",3
138,The App was working great prior to the most recent update. Now there is no longer a juniors section in the app. You can only see the juniors clothing in your web browser. Please put the juniors clothing section back in the app,3
139,"THIS APP IS SKILLED AT RIPPING US OFF!!! I'm just disgusted after sending in BAG after BAG of IN great condition clothing - watching it sell (quickly and almost everything sold!) thru the app - then receiving $0 in payments due to all the $$ being eaten ALIVE every single bleeping time by the company's ""fees"" and ""shipping"" costs!!! It's ridiculous, ludicrous, rude-icrous, and Im downright sickened that any viable company, especially persons in the industry of re-sale, would operate in this way!",1
140,"ThredUp has really gone down hill. I've used this app for thrifted clothing for years... Now each return has a $3.99 restocking fee AND $10 return label fee. It cost me $26 to return four items that we're heinously the wrong size in spite of the measurings on the site. You'd have to get a really good deal on a lot of other clothing to make those fees worth it. I got some adorable clothes thay really fit and were super high quality, but yeah, read the fine print for fees and penalties!!",3
141,Absolutely love thred up been buying for years !,5
142,If I could get it zero stars I would. Thisnis a complete rip off and the app is no good. Stay away.,1
143,So far so good,3
144,Like getting items from thred up wish there was other ways to do payments plan was getting a 10:00 dollar box dont have it anymore only the bundle,5
145,After the most recent update the app is full of glitches. If I want to filter my all sizes nothing shows up and the page is white. So frustrating because before the update the app worked perfectly.,1
146,"The new app experience is a terrible downgrade. Search is now laggy when typing, borderline unusable. It sometimes doesn't register letters I'm typing. They got rid of favorite search links in the search menu. And I can't find a link to Rent the Runway stuff anywhere now. Avoid until these things are fixed (especially the search).",1
147,Fun and easy,5
148,"I love Thredup, I've purchased things in the past, but this particular time, I was truly disappointed, the shoes that I bought were disgusting on the bottom, also the heels were wobbly, yes I understand there secondhand, but if there in poor condition or quality don't sell them.",2
149,Don't use these people they are fake and will take your items just to make money for them you GET NOTHING ...,1
150,"Edit: my bag was finally processed two years later. All items sold but I received nothing. They deemed my old Navy clothing as ""fast fashion"" and ineligible for payout. I don't believe I saw anything stating this two years ago when I sent it. I enjoy the app and have bought a handful of items off of it. My issue is that I sent in a clean out in June and it says it has been processed but I have yet to see any money or any items even listed. When looking for any help, you just get the runaround.",1
151,"I have been using Thredup for years and have lots of redeemable points to use. Unfortunately, with one of the latest updates, I cannot redeem any points anymore. Disappointed. Additionally, there's a scent that every Thredup box comes with, all the clothes smell of it when I get them. It doesn't smell bad, but I am super sensitive to scents and it makes me have allergy attacks. It takes multiple washes to get it out of the clothing. Just might want to consider not using scents on the clothing.",3
152,"This is the BEST way to buy second hand. I'm addicted to shopping on this app and I don't even feel bad because the clothes are so cheap! I don't know if I'm lucky or what, but every single thing I've bought so far has been in great condition (you can filter results to make sure of this) and has fit perfectly. Definitely download and check it out. Edit: The prices are great, but the customer service is awful. I've never had to contact customer support before and I hope I never do again.",2
153,"Love this shop and have been shopping here for years, but every iteration of the app has been glitchy. The Beta that showed up this morning is no different. The new filters are nice. The soft controls disappearing then reappearing every time you scroll is super distracting and really slows the app down. This is so bad, that it just ruins the experience.",3
154,"I loved this app, shopped from it all the time, however they just ""updated"" it, and now it is much more difficult to maneuver! Ugh!",1
155,"I recently bought a pair of American Engel Jean for only 14.00 dollars and not only did the package arrived earlier then expected,the Jean actually fit great and I can't wait to buy another pair. The measurements on sizes were on PONT. I recommend you try",5
156,I love finding great bargins that I had been looking for. I just love thrifting. I love all the discounts.,5
157,So glad I found ThredUP. Awesome shopping experience and Superfantastic Customer Support Team Members. Bee especially has went above and beyond to Help solve any issues I bring to her. Great Designer Brands and Awesome Prices Including Big Sale Discounts Often. Trendy styles- Easy to navigate App. I Love-Love ThredUP!! Thank You All! 😊💗 I Just Wish Returns Were Consistently Handled Quicker. It Keeps Your Monies Tied Up A Bit Waiting On Refunds. I Wish Issues Could Get Resolved Quicker-Greta,5
158,"All the items I've purchased have been in excellent condition, the pricing is very reasonable. It's incredibly convenient to be able to donate clothes back to them in the bag they send in your order!! I've referred people I don't really know to check you guys out",5
159,"Sizes are inconsistent, but have gotten a little better. There's now a glitch with the app where I can't see the item or information about it.",1
160,This is a straight rip off. !!! I've sent then 3 bags I know of with good descent clothes. They only accepted 3 items out of 30 and My payout is only 1.95 but my Costa are suatantially more then what was said in the beginning. Deleting Asap,1
161,"I am a true thrifter. I love that Thredup gives me a larger variety of thrift items from the comfort of my home. So far, all my items has came as described. I have placed 3 orders and 1 return. I am one happy thrifter.",5
162,"Terrible return policy. You make it extremely hard to return anything. I ordered 40 dresses and want to keep more than half of them. I ordered all the same size. Most fits just right but the rest are way too tight. When I went to return page, it says ""no item eligible for return."" Can can this be when only a handful of them are on final sale????? I didn't want to trtun the final ones. I want to return the normal price items.",1
163,"Easy to use app So far, the clothes have been great. Highly recommend.",5
164,Best place to buy brand name clothes at a low price,5
165,Love Thedup,5
166,"Easy to use app. Very satisfied with my order. Arrived timely. Thank you, threadup.",5
167,"I do most of my shopping here, so good!",5
168,Great designer clothes for a fraction of the cost if you were to buy it in a store. Paid $4 for a dress that normally would cost $190. Looked brand new. I literally bought 23 items for under $80. This is now my go to when it comes to buy clothes for myself,5
169,I love this app and the ability to shop mobile. There are so many great items. I can't wait to buy more.,5
170,affordable price,4
