,content,score
19,"Seller’s Beware: This app is a great place to shop but it has gotten really shady for sellers.  I have consigned for a number of years and lately their payment practices have become really shady.  For example, They will tell you your item will sell for say $500 and you’ll get close to 80% of that.  But, then if it’s sold as a sale item the sale price may be half of that, say $250 and somehow you end up with far less than 80%, probably closer to 20%.  I’m a CPA so I get numbers and I’ve emailed customer service repeatedly to get clarification on the pricing formulas.  A class action suit or some sort of investigation seems imminent given their lack of transparency and unwillingness to explain.  Perhaps there are cash flow issues.  This is their latest response:

Thank you for cleaning out with us. I am sorry to hear this cleanout did not live UP to your expectations.

It’s important to remember that using our Clean Out service means that you may not earn as much as you would if you sold your items peer to peer. But what you may miss in earnings, you earn back in overall convenience. Our goal is to help make our customers’ lives easier by helping them get rid of unwanted items from their closets from the convenience of their own home. While you might be able to earn slightly more by selling elsewhere, thredUP does all of the hard work for you: no driving, no negotiating with buyers, no dealing with rejected items.",2
20,"Great marketplace for quality secondhand items: I’ve been using thred up fo over a year now, and I would definitely rate it at 5 stars. I use the app mostly for business casual and exercise clothing, and I’ve had no complaints about the quality of the items I’ve received. I usually stick to items listed as “like new,” and they really do come looking like new. There was even one situation where I had ordered and paid for an item listed as like new, but it turns out there was a small hole that their initial inspection had missed. Well they caught this mistake before the item made it to me, refunded me my payment, and I still received the item as a “flawed freebie”. I didn’t have to do a thing! This kind of quality control puts my mind at ease when shopping with this company. As for selling, they are clear not to expect much for your items. I sent in a bag of items I was going to donate anyway, with low expectations, and received a modest amount for them that I was satisfied with. If you want to receive top dollar for your used items, then you can go to the trouble of setting up an eBay store, creating listings, and shipping to buyers yourself. As for me, I was happy to let thred up do the work for me for a small payout. Overall, I would definitely recommend thred up.",5
21,"Tons of Room for Improvement: I have purchased from the app a handful of times for various items. One common theme is that the measurements are always off. If it looks like it’ll fit or the measurements look compatible with your body, odds are if you’re petite (as i am) it’ll come to your door and be bigger or bulkier than you bargained for. They will often pin the skirts or dresses to look like they fit the mannequin which they don’t disclose in the description of the item, so i’ve gotten them and they’ve been too big cuz i’ll discover they’ve had to have been pinned to fit that mannequin. Its misleading when you first start shopping on there.  Instead of paying $7+ to have it returned, i know someone who alters them for me. It is expensive to do it often, though. This is a problem with dresses and skirts. I have a coat that I wear often and love it. There’s just a huge size distortion and it needs to be disclosed the mannequins size, if the garment was pinned for the photo, and more accurate measurements need to be taken. I will only purchase from brands that i know fit me from now on, if at all. It’s just so frustrating to come to a deficit of approximately $16 for every returned purchase ($5.99 shipping to and from if returned, $1.99 restock fee, and give or take $3 in taxes). Store credit enables you to have free shipping for the return but it’s a loss if you aren’t on often. Purchase with caution is the lesson here.",3
22,"Used to love- Extremely poor service changed mind: I ordered over $250 of items at the end of April. They shipped in multiple boxes, and the largest item never arrived. I reached out to the company, and specifically asked that if the package turns up back at the warehouse, could it be resent so I didn’t lose out on the items. A few days later, I received an email stating that the package was back at the warehouse, I had been issued a refund (that I never asked for) for all the items, and that they’d be reposted with new links within 48 hours and I’d have to repurchase all of the items. I was told that the package was at the warehouse. I was also told via email that I should contact ThredUP via chat. The chat rep said the package was NOT at the warehouse and was still en route to be delivered to me. This was a full week past the 10 day delivery mark, coming from a warehouse that is only a 2 hour drive from my delivery address. ThredUP assured me that I would be emailed with links for all of the items again so I could repurchase everything. It’s been over a month and they’ve been silent. There is no excuse for the lack of communication, it seems like no one has any idea of what the processes are or where these items ended up. It’s deeply damaged my trust in the company and I’m hesitant to use them again. I don’t want to get excited over ordering a bunch of clothes that will never arrive and then be lied to and blown off by the company.",2
23,"I’m not a shopper, ThredUP changed that: A little over a year ago my washing machine destroyed about 80-90% of my cloths. I was also unemployed, so no clothing budget. Not too long after I found myself with a new job (yeah!) but the first week was a struggle of mixing and matching cloths to get through. So I went shopping, I probably went to malls, outlets, shopping centers, even looked online in the traditional places. It took several days and in the end, I ended up with only 2 blouses that I didn’t even really like but would work both $50 each. $100 had only got me 2 things and I didn’t even like them that much! And I had so much to replace! Then someone at my new place of work mentioned ThredUP. I had never heard of it but she swore by it. So I checked it out. It was a life changer. I loved the sustainability of it, I loved the options for it, I loved the prices, the styles, I love everything about it! I had shopped at consignment stores before but they rarely had my sizes and it is really hit and miss depending on where you go. Here it’s all at my fingertips - which can be dangerous for my budget. In a few months time I have been able to replenish my closet, get rid of the “will do for now” cloths all with little frustration. Thank you thredUP, your existence is very much appreciated!",5
24,"Customer Service: Customer Service appears to be non-existent. There was a problem with shipping of two items I paid for. I have successfully purchased many items from Thredup over the past three or four years. My shipping address for this specific order was not only correct, but Thredup has shipped to this address many, many times in the past. I attempted to contact Thredup to try to salvage my order by writing (messaging) Customer Service twice. No response from Customer Service. In desperation, I searched for a telephone number for Customer Service and couldn’t find one. The result is the two items that I needed were returned to Thredup: one, a cream colored silk jacket (size 4p) apparently was purchased by another customer as it no longer appears on the site. I was able to reorder and pay for the second item: a brown coat. Currently, I am waiting for it to ship, although I received a notification that Thredup was waiting to ship, due to a “bundle?” issue. Dear Thredup, I have been very happy to shop for family members on your site. Thus us my first complaint. Please strengthen your customer service so that your customers can continue being happy, not frustrated, shoppers. Thank you, sincerely. Donna, A loyal Customer",5
25,"The only way to shop!: I have been shopping on ThredUp for 9 years and now my wardrobe is 95% from their warehouses. I started buying stuff for my kids too. Since I bought so much from their website, I have gotten a handful items that were not as described, but the situation was quickly solved when I chatted with customer service, which is very convenient on the browser and I have always been satisfied with how they solved the mistake. I always take advantage of the rewards I get, the sales… this is my go-to website to find special occasion dresses and outfits. I love that no one will wear the same thing I will wear. People ask me all the time where I found my clothes and I always get compliments on my outfits. I am super happy and I a, never going back to buying new.
Note: Now when you bundle your purchases it takes a little longer to arrive after you close the bundle, so plan ahead if you have a special event. The only thing I don’t like from the app is that I can’t pinch the screen to make the words bigger. I usually check it out at night, when I’m in bed and NOT wearing my glasses. Other than that, it is a great experience, you help the environment and look great in the process.
I seriously love this company.",5
26,"Never Again ✌🏼.: I was a serious supporter for years and used to love sending my clothes in for up cycling/selling. However, over time I noticed it got worse and worse with payouts and items conveniently going “missing” from the kits I had sent in. I had more and more items that I sent in that were never posted or returned to me (even though I know I sent them in and have always paid the extra fees for any items of mine that didn’t sell to be returned to me). The straw that broke the camels back for me with this company was back when they still accepted jewelry and accessories. I sent in a brand new ring I never had worn (in the original box with the tags still attached to the ring) and when my unsold items from the kit I mailed it in with were returned to me, the ring box came with someone else’s used, tarnished, and bent up clearly well loved ring in my rings box! DISGUSTING! It’s so shady and petty. From what I would guess, the staff member that had sorted my items when my kit arrived must have took my ring and put one they were wearing at that time in the box in it’s place and sent it with the rest of my kit back to me thinking I wouldn’t notice. GROSS and absolutely shameful. If I have to video record what I send in a kit just to prove what is stolen from me, it’s clearly a company I shouldn’t be trusting to sell my items. I’ll stick to Mercari from now on, they are expensive, but at least no one can steal from me, while also making money off of my items.",1
27,"LOVE it! My go-to wardrobe builder: I absolutely love ThredUP and the app. The app’s filter options make it super easy to find what you’re looking for in sizes you need. An almost endless inventory at your convenience in a mobile app means you can browse away time otherwise spent in waiting situations or have more fun in your down time. Fair return policies give you buying confidence and the buy and bundle feature is a game changer, letting you take a week to keep adding to an existing order to reach free shipping status. 
There are a few things I wish we could see differently in the app and management of listings. When you have a ton of search results, I wish there were a way to skip to page 50 for instance. The way it is now you either go thru to the end or you have to start over next session. I also wish posting info were more descriptive. There are times I zoom in and in and in trying to see if something is corduroy or velour or if that’s a side zipper. More photos and just a little more description would be incredibly helpful and probably cut down on returns. With all this said, since I started shopping ThredUP several years ago, my wardrobe has improved greatly and at least 75% (prob more!) comes from here!",5
28,"Absolutely the MOST amazing site ever!!!: I few items of theirs and a really cute top from Old Navy. I used to buy some Eileen Fisher though it’s a little out of my price range at the moment but there are really good deals on her stuff. Basically any brand/designer you could wish for and it’s all so user friendly. Colour, size, item, style. Amazing! I also love the fact that it reduces my “footprint”. Last but certainly not least is the absolutely fun, delightful and professional way it arrives. I was so wonderfully surprised at the packaging! I’m not going to spoil it for those that haven’t purchased anything yet! My only regret is that they don’t have this in South Africa! When I was immigrating to the States I had mountains of clothes and shoes that I had to get rid of. It was so time consuming and tedious trying to catalogue them individually and try upload them to sites. Even taking pictures that showed the garments was difficult! The clothes were such good quality that I didn’t want to just give them to Goodwill and I had already donated a lot of clothes. The thought of being able to box them up, send them off, and get some money without any of the hassle would have been a blessing! Well done and thank you SO much!!",5
29,"First time buyer...: First let me start off by saying I'm absolutely happy with the clothes I received! And I also got my order several days early which I was so excited about. I got it yesterday morning and the expected arrival date was oct30-Nov2, so that was a big plus! I was so scared that what I ordered was not going to fit me and I didn't exactly know how each of them would look. I did make sure I chose each one that showed the measurements for the chest and length and I chose gently used and like new. I bought all Victoria pink shirts. And every single one them were my right size! So I was so happy that I got measurements correct. There was one shirt that came in with a stain on the front neckline and it was not mentioned in the description. I was really upset about this because I really loved and was excited  about this sweater and plus it was a nonreturnable item but I spoke with a agent and she gave me a refund,  Which was super cool!  Anyways I just wanted to share my experience of shopping with thredUP! I highly recommend, I seriously just got my order in, and since I now know that I was correct with my sizing and that the clothes are nice I'm ready to go through my hearted items and shop again!",5
30,"Great for buyers BUT can improve seller experience: Love the concept, vision and marketing (easy to navigate app, pretty straight forward and as a buyer there are pretty good deals and the packaging is very nice, aside from great shipping prices). The team is great at getting back quickly if there are questions but they can play do so much. 

BUT, as a SELLER now I use Mercari to increase my chances of selling (and to make more selling). ThredUP says that on average 40% of sent in items sell but this hasn’t been my case with the 4 clean outs sent in (or you get cents for a sell, I got $0.36 for a Hannah Anderson tshirt ). It would be awesome to have more clarity on what happens with items that aren’t selected to be sold (items that are new, desired brands and that ThredUP doesn’t show available on their site), especially if we send in items following the guidelines of what to send ThredUP. Who keeps these item, are they sold on other platforms, donated in the US or other countries, do employees keep these new items? It would be great for the “return my items if they aren’t selected/ sold” option to be available after ThredUP reviews the clean out box. I know I would use ThredUP again if this becomes available. 

Hope this is helpful, I can imagine how hard it must be to keep everyone happy and thanks for taking care of the planet ThredUP!",3
31,"I almost exclusively shop here now: I’ve been shopping at ThredUp for about 5 years now and the only complaint I have with how things have changed over time is the return policies. I totally understand that shipping items back and forth doesn’t help our carbon footprint, but it now puts the responsibility on the buyer to rehome items they don’t want, or to choose to take a loss. I have a stack of perfectly good clothes that I now need to try to sell somewhere else or donate, which is an additional step I didn’t have before. If the measurements on items were more accurate, I would have half as many items to rehome, so there’s also that. And it can take a LONG time for them to send you a donation bag and then to process it. However, I still recommend ThredUp to everyone I know who buys women’s or kids clothing (including a description of the above caveats), but my husband wishes they’d sell men’s clothes. I still constantly get compliments on my clothes and nothing beats the warm feeling of knowing you saved a TON of money while also helping reduce fashion waste! I say that I “almost exclusively shop here” only because there are still a few things (mostly shoes) that I buy new.",5
