,content,score
10,"eBay: eBay has been my go to site for years. I find the best price on what I’m looking for about 90% of the time. It may take longer to get the price if waiting for an auction to end but if It’s not something needed immediately it’s worth the wait. Make sure to read full description of the item so it’s in the condition you want. Do not rely solely on the fist page of a listing since some may have errors such as being listed as new but full description will say open box. New open box may be fine for personal use  but if you’re looking for gifts make sure it is new/never opened. If it’s not clearly stated don’t be afraid to ask the seller. Better to ask than go through the hassle of having to return the item. If a problem arises, with an item described wrong or receiving something not as pictured, eBay will work with you to get a full refund. People make mistakes, it will happen, be sure to follow guidelines for return. Do not just return an item without starting a return on eBay or getting confirmation from the seller and make sure to do it ASAP and include a packing list and return ID#. Once you get used to eBay and how it works you will find it’s a great shopping site.",5
11,"Don’t recommend them for selling anymore: I’ve been with eBay since 2008. Recently had an issue with a buyer that asked for a refund which I clearly stated it did not offer refunds all sales were final in the listing. Item was sent out packaged with double wall foam and bubble wrap as well as even more bubble wrap in the original box. He states I sent him a defective item yet stated he has the exact graphics card that is doing the exact same thing. Fact he has my card and his card doing the exact same thing equals either a driver issue or hardware incompatibility. I said look I’ll just refund you and send me the card back. But I was having so much anxiety from the whole situation and frustration I said keep the card keep the money and be done with it. After so many years with eBay I am finally going to put in a request to permanently close my account. eBay does nothing to protect its sellers and let’s you get ripped off. I’m out money and a graphics card. It is what it is though can’t let him get to me, just keep in mind buyers on eBay will do this to you, they will buy from you then don’t know what they are doing complain and get to keep your item and money. It’s just not worth it anymore to sell here. It’s been a good couple of years, that helped me offset paying for new computer builds selling my old hardware in original boxes and packaging. but if you plan to sell here keep in mind eBay will always screw the seller over.",1
12,"New image search “feature” ruins experience: Whoever designed the new “touch the screen to start an image search” “feature” has obviously never used the mobile app. This new “feature” ruins the browsing experience. I don’t even want to spend time on the app anymore...
You folks should use your own app more often; Most of us actual users do this: search for an item, then browse the long list of items that come up using our thumb by 1a) resting our thumb on the lower area of the screen until we’re done looking at the current set of items on the screen 2) then moving it up the screen to scroll and get the next set of items. Or 1b) even if we don’t rest our thumb for the entire time on the screen, there’s a delay from when we touch the screen to when we scroll (this delay is our brains processing information). 
Now if my thumb doesn’t IMMEDIATELY move upon touching the screen it causes the “image search” feature to pop up and it COMPLETELY ruins the experience and flow and enjoyment and everything that makes browsing eBay anything resembling good. 
I’m typically pretty accepting and understand that nothing is perfect and take the good and the bad with apps and other things. But this is just silly, anyone that uses the app can see how much this ruins the browsing experience. It really makes me not want to use it anymore...",3
13,"Copy cats: As an artist is very frustrating to see my ideas being reproduced over and over. Ebay does nothing about this. It would be nice if there was a setting where I can list my items so only certain buyers can see my items for sale. This would illuminate other artist from seeing my listings and duplicating the items that I’m painting on and profiting off of my creativity. This is very unfair and Ebay should step up and do something about this!!!
Seems like Ebay only cares about making money and if I stop listing on Ebay, you will see a severe drop in “Yorkie handpainted” listings because people can’t seem to come up with their own ideas! Do the research and see when I list something new and unique, the next week duplicate items pop up. Several other artist friends of mine have dropped off of eBay because of this complication. 
Again, the solution would be for me to be able to block other artists from seeing my listings. I could care less about Private listings, it needs to be where my listings are blocked from other artists that can see my listings in copy my ideas. 
Step up and do something about this or I will just need to say goodbye to Ebay.",5
14,"Good for buyers, bad for sellers: My site says NO RETURNS. But recently a buyer said that my item was not as described, eBay AUTOMATICALLY accepted the return, without letting me protect myself.  This was a jet black fur, which my 12 photos showed that the fur was indeed deep black, but the return was granted to the buyer who said the fur was brown. The eBay representative who looked at my 12 photos said that the photos showed that the fur was definitely Black. There was a rug on my floor in the photo which was brown, black, and beige, and you could clearly see that the black in the rug was the same as in the fur, and you could clearly see the brown color in the rug. There was photos too of this sweater on my off white sofa, and you could see that the fur was jet black. The Philippine representative told me that its an automatic return policy that eBay has if the buyer says not as described!  The Philippine rep also said it’s better for me that  I take back the item even if it’s buyers remorse, BUT THATS RIDICULOUS! 
Why should I pay the shipping both ways!  Why should I lose money! WHERE IS MY SELLER PROTECTION!!  
EBAYS NEW POLICY IS VERY BAD. EBAY BUYERS KNOW THIS AND ARE ABUSING THE SYSTEM. 
My seller asked me why I’m protesting her return.. as she put it “ no one else protested her return!”  She then continued to tell me that my sweater was the wrong color black!  At present my fur jacket is on the way back to me. 
WHY IS EBAYS ALLOWING BUYERS TO ABUSE THE SYSTEM!",3
15,"eBay screws over new sellers. Prioritize another platform!: Full of scammers and not made to support new sellers. I uploaded one product a day, for a month, only ever getting buy requests from scammers asking me to text them, which I would just ignore, only having replied to one or two to figure out if it was legit. When I finally made my first legitimate sale, eBay decided to suspend me indefinitely almost immediately because of “suspicious activity” on my account. I read all their rules of compliance and I don’t believe I did anything suspicious or harmful to the community to deserve a permanent ban. Customer service is near impossible to get a hold of. Had to resort to messaging them on Twitter and even then they wouldn’t tell me a reason as to why they banned me. It’s infuriating. They essentially have a platform full of scammers and choose to ban people who follow the rules and don’t list anything disingenuous. You can google search other people that have had the same thing happen to them. I’m not a unique case. Not only that but they waited until after I shipped my product before banning me and are withholding my funds for a month. It was sold Dec. 8th and they won’t pay out until Jan. 8th. Absolutely ridiculous. I’m not down a product, a platform and my profit because of their stupid decision. Small businesses beware and do not make eBay your primary selling platform. They’ll screw you over and will not care at all.",1
16,"Beware of scammers: Their are plenty of scammers on this app! I have been using eBay for a very long time now going on 4 years and throughout these years I’ve had items come damaged, bad seller communication, lost packages. Bu to after my last few encounters I’m going to stop using eBay. I won a bid and the items value is worth a a bit more but I got it at a great price. I was the only bidder and I kept asking the seller to ship my item first she says she’s out of town and will ship by the weekend. Never did only created a shipping label and when weeks had gone by I started to call multiple ups locations, all of them said the seller didn’t ship the item. So I opened a case and nothing ever came about it. The seller was not happy with how much she sold the item for and decided to play the blame game and blame it on ups. Then recently another seller I asked her multiple times did she have a item in stock and she says yes then when I bought the items she messages me a few days later to say she doesn’t have the item and sends out items I didn’t request anyways. Last but not least I bought shoes  in a ad and it showed a left and right shoe but was shocked when only a left shoe came in the mail and the seller wanted me to buy the right too! I think eBay needs way better management and to find better ways to resolve issues because I truly don’t understand how sellers get away with these things!",1
17,"App works great on iOS/iPadOS/macOS: **Update 28 September 2022**
It turns out the problem with the app was my setup. I have a 2nd external monitor on my m1 mac and that triggers macOS that I'm sharing since it's using the displayLink technology. For some reason it just dawned on me today and I unplugged that monitor and was able to login. It's by design of Apple. There was no way for eBay to handle this. So other than that the app is fantastic. I can quickly view my purchase history and search for products on all of my Apple devices.

Old review - Login doesn't work
The app logged me out after not using it for a few weeks and the login no longer works on an m1 mac. The screen turns white after a split second. I uninstalled the app and cleared all of the cache/settings that is left over and the same problem happens. seems to be only this view also. If I try to create a new account or try to login via another method those views do NOT turn all white. I don't understand how this got past SQA. app is now useless. It is a little clunky anyways on the m1 mac, but it's nice to have an app instead of going to a website. For now I'll stick with the website since I have no other choice.",5
18,"No Seller Protection & Unethical Policies: As a seller you are at high risk of getting scammed by buyers that want free items or forced unethical returns that come out of the sellers pocket for shipping. Buyers can lie on their return reason to force a favorable outcome for themselves within the automated return request system; they’ll expose themselves in their own messages and still get backed up by eBay. eBay will take dishonest buyers sides and refund them plus allow them to keep items. I had a manager admit to me that he could see a buyer had lied in a return case against me, but they sided with the buyer anyways because “it’s how the policy works.” eBay said my only protection was if I had a broken return item come in and wanted to fight for said rights in a complaint. Yeah, right. They also allow feedback extortion despite claiming otherwise. Then they won’t remove the feedback used as extortion on your account by buyers. And customer service will either flat out lie that they are taking care of an issue OR claim to have no power whatsoever to intervene in a dispute/speed up an appeal to an issue that needs immediate attention. They make you wait out their system which always finds a way to make the wrong decision and force you to swallow unfair rulings against your business. It’s unethical business practice. And you can’t find a U.S customer service rep to speak to for some help. It’s all out of the country “help” and out of touch.",1
19,"acc locked: my acc got locked and suspended for no reason whatsoever. I had literally just created it two days prior. I was trying to start selling things. And for my efforts i get acc ban without any explanation or recourse for me to undergo. Guess what im not making a new email adress just to get banned for no reason again. Ontop of this absurdity ebay and paypal have a monopoly where the seller is forced to use paypal or have to pay 30$ a month for a ""online marketplace"" acc or something. And when you are using paypal they take a tax from the money u make, ebay takes a tax and in the end you wait extra week to receive 50% of the earnings you made. Also Never sell more than 1 item at a time because ebay buyers are all scammers who request refunds on items you clearly have labeled ""NO REFUNDS""... Why does ebay allow a buyer to request refund and receive their money back even when a seller has set the option ""no refunds"". That defeats the purpose of having the option in the first place. So if you sell 2 things and 1 of them request refund when you already withdraw the money, ebay will take the money you made from the 2nd item and give them to the scammer buyer. Without question ebay returns the money to the buyer, therefore scamming the seller. I used to have a negative balance on paypal because ebay steals money from there for the buyers refund even if i have nothing on the account. Ebay is actually on the scammer side, and paypal is their method.",1
20,"REFRESH YOUR MEMORY: I just wanted to take minute and say, THANK YOU TO ALL THE EMPLOYEES AT EBAY!  If you look back on your first Ebay purchase, it was AWESOME, a new way to shop, but also sell.  Then another player got into the Online Seller, and yeah, I have purchased from that place, but like a good old friend, I find myself always opening my EBAY App, if for nothing more than to browse, however that usually ends in a purchase…….perhaps you shop in the BIGGEST BOX STORE CHAIN, and if you do, and are like me, buy things you don’t need because there is so much…..EBAY, SAME WAY!  I purchase so many things from EBay, things I wasn’t looking for, but things I always wanted, but could never find, AND, I DID NOT HAVE TO LEAVE MY HOME!!!  Unless you live under a rock, we are all aware of the ABSOLUTE LAWLESSNESS IN MANY CITIES, AND RAMPANT STEALING AND CREATING A VERY UNSAFE SITUATION FOR ONE TO BE IN, JUST BECAUSE YOU WENT INTO A STORE TO SHOP….I pray it ends and soon, but with EBAY, YOU NEVER HAVE TO PUT YOURSELF IN ONE OF THOSE DANGEROUS SITUATIONS!!!  So, if you are like me, if you have wandered, reintroduce yourself to OUR FIRST ONLINE SHOPPING FRIEND, AND SAY HELLO, AND TRY AND MAKE YOU PURCHASES FROM EBAY, YOU WILL NOT BE DISAPPOINTED!!!!  As for me, THANK YOU MY OLE FRIEND, YOU MAKE COMING BACK, JUST LIKE ONE NEVER LEFT!!!",5
21,"eBay still reigns As the best marketplace online!: I have 20 years of experience with eBay if not more! eBay is the only place online I like to shop for almost anything! The sellers are hot held to a very high standard they both the buyers but more importantly by eBay! They have lived up and surpassed even the highest of expectations! you can actually trust you’re going to get the product, it will be as described and if you do you have a problem it will be immediately addressed by post to seller and eBay! 
eBay’s site as well as their app, offer a wide range of prices on items as well as the ability to make offers if the price is too high! The sellers respond quickly and if they don’t except your offer they make a counter offer. What could be more fair than that? In addition, the majority of sellers either offer free shipping or actual shipping costs! You do not find that on any other site! All of these discount sites that you see, try returning an item, or telling them you have a problem with an item. You get the runaround of your life because most of them are not in the United States. I am those buyer and I have been a seller on eBay. beyond_belief",5
22,"No Customer Service and Random Bans: I was banned for no reason 
“ Your account was suspended because it exhibits a risk to eBay and to its community. As eBay is an Internet-based business, and its members are our customers, we must carefully weigh the risks involved in allowing users on our site. From time to time, we find accounts that present a level of risk that is unacceptable and are, therefore, suspended.”
I literally posted 5 pokemon cards I was trying to sell from my childhood then five days later received a ban. The contact us didn’t have an email or phone number, it had a virtual agent which claimed the issue was likely a payment issue, but couldn’t put me in contact with a live agent. I finally gave up went on my computer to view the desktop version after 30 minutes finally found a phone number which I called and it said something like“this phone number is an error” before hanging up. I finally found a form for an email and filled it out, clicked the button to receive a copy of email (which I never did), but I finally got a response back with that message. 

Long story short, don’t waste your time with eBay. I’m lucky and my issue doesn’t involve me losing any money (just several hours of my time in an attempt to make a few extra bucks), but you could encounter an issue with actual money on the line and literally the worst customer service of all time.",1
23,"eBay used to be great: The app of fine. eBay has done a 180 since I started using them almost 20 years ago, but any chance I can to bash them I will. First, they are no longer a sellers marketplace, which is what made them great. I’ve had a buyer complain once and eBay took them at their word without even hearing my part or seeing my documentation to support my argument. This resulted in me not only losing my product but also me losing the sale purchase. Then I couldn’t even leave a negative review while this buyer lied completely (with evidence and didn’t send the merchandise back). So needless to say I’m still bitter and upset with their decision making and policies. Secondly their fees are ludicrous. How the heck are you do they get away with applying that same fee to the shipping? Not to mention it’s the over 13% fee they charge on both. I’d use them a lot more if it wasn’t so dang high. Third, why the heck am I being charged sales tax on a second hand item when I’m not even a business? Not to mention again, I was already taxed on it when I purchased it new. I know some of this is Uncle Sam, but I am not a business, I’m treating this like a garage sale for me. Lastly, ot takes forever to get paid, absolutely forever, and if you want ot faster, guess what, it’ll cost ya extra. All this being said, that’s why you don’t see quality used goods on here like you use too, and 90% of it is cheap Chinese crap.",1
24,"Stop with the updates! They're worse than ever: I have been selling on eBay for years. The last years using solely the Ebay app. I list approximately 200 items weekly. 
Firstly, stop with the updates. With every update the features seem to go downhill. It is becoming harder and harder to navigate. Placement of followed searches, watched items and even things you're selling are scattered all over the place. 
As far the as selling feature goes, the only improvement I could recommend is adding the second category option to an item being sold. That feature is only an option on a pc. 
It would be nice to be able to delete bought items. That used to be an option but not with the latest update. Ugh. I like a tidy bought and sold list. 
I love selling on eBay. The app is way simpler than the old style desktop way. eBay is the way I make ends meet and pay for my children's college. Don't think I don't appreciate the opportunity eBay gives me. Considering I pay over $18,000 in eBay fees a year perhaps you'll pay a little attention here.  PLEASE stop with these downhill updates. Are the tech people trying to find things to do? Why mess up something that was ok?",5
25,"Extremely disappointed: I have been a buyer for many years. I had never had a problem until today. I purchased an item from a seller in which description guaranteed it would fit my vehicle.  We take to the mechanic and he installs one, when installing 2nd part it does not fit. I contact seller and Ebay and Ebay tells me I can return one of the parts since I am backed up by Ebay guarantee. I return and seller contacts me very upset telling me that I lied about the parts. Which I never did. Then he gets the item I returned and threatened to report me and for me to send other item. I showed him the chat transcript where I ask agent if I can return one item because it did not fit and the other item was installed and we had already paid the mechanic, he replied “yes.” Seller still said I was lying. So he reported me and Ebay sided with seller and said I would never be protected by Ebay again. So if an item gets lost or a seller  does not want to give me a refund they can not do anything. I guess Ebay cares more about sellers commission than a customer. Oh and to top off, I told seller to give me partial refund and he tells me to give him 5 stars. Unbelievable!I have 2 ebay accounts in which I have requested deletion on one and when I get  refund I am requesting the other one. I am honestly upset that I will never purchase from Ebay again. Sad the way Ebay treated me. One loyal customer gone :(",1
26,"Automatically redirects from the web browser: The app itself is okay from what I got to try out. I made a purchase with it and everything worked great, and I like having the option to get notifications directly on my phone without having to keep checking the website all the time.

However, I ended up deleting the app soon afterwards because I also like to access the website from my phone's browser where I can use all the features of desktop mode. Well, I was browsing on the website and it was working fine, but then when I tried to open a certain page, I was automatically redirected to the app. I don't remember now what it was I clicked on, possibly to see a seller's other items, but in any case, it had nothing whatsoever to do with the app. I went back to the browser, tried again, and was redirected again. The website refused to let me open the page in the browser until I finally removed the app altogether.

I suppose it's possible there's an option somewhere to stop it redirecting, but I didn't feel like wasting my time searching. When I'm using the website, it's because I want to use the website. When I want to use the app, I will open it myself. There are pros and cons to both, and I'm not interested in having an app that decides for me when I want to switch.",3
27,"Despise new PayPal integration et al.: There were always problems with this app, such as the wholly illogical feature of presenting items often bought together. But the new PayPal integration is horrid. Two reasons: 1) The single sign-on doesn’t stick. I am having to login each time I purchase. Multiple times on the same transaction. 2) From the Buy Now screen, the method of payment selected via PayPal no longer shows the last four of the account number and account type so you cannot be certain you have selected the right one in the separate, (and previous), PayPal screen. On the previously purchased screen, there are also unnecessary blue bars taking up a ton of space asking if you want to buy another like the thing to already purchased. eBay does a notoriously bad job at finding like items, so this is terribly useless. As long as users set up the details of the items for sale, this feature will never work properly. It is an illusion. Also it is not the place to buy in bulk. So stupid. I spend between $100-$500/month on eBay - or did until this week’s update. And have for at least a decade. Yeah, no. This has lost me as a customer once and for all. Maybe try use case analysis, next time, dear software developers...",4
28,"APP Review not EBAY Review: I’ve been a seller on eBay for many years, a review on the platform itself is a whole different thing. This is a review of the app. I think it’s very easy to use and helpful for both buyers and sellers. I feel the app gets rid of a lot of the extra features that get in the way on the website. However, I don’t like that as a seller the only feature is to view, edit, and list your items. There are a lot of other facets to being a seller that could make up an “Ebay Seller App” such as paying my bill, viewing my daily sales or monthly numbers, starting a promotion, etc. All of this aside, there are two actual flaws with the current Ebay app. When I click on my profile to view any new or previous feedback, the screen never loads. Also, when scrolling through my items the app loads the items in bunches. This is fine but I am never able to scroll through all of my items because after loading a few bunches as I’m scrolling it freezes and can’t load anymore items. Then I have to leave the page and go back to try to get further down the list of the items - but it’s never possible. Fix these two things and you’ll have 5 stars from me!",4
29,"Beware sellers eBay allows fraudulent claims: I recently had a buyer make me an offer. I excepted the offer an hour late. The buyer sent me a message saying she needed to cancel the order because her address was wrong. I told her to contact Ebay Ebay, then within a four hour time. Open the claim against me the seller that the item had not been received, the item ship date was not for five days. When I called Ebay and spoke with the team member and then spoke with a supervisor. They informed me that if I did not do anything about this case, they would put a ding against my account and remove the funds from me to buyer. I explain to them that this was a fraudulent case and should not have been opened that. If they looked at my keys, they could see the buyer sent me an offer. I excepted the offer she wrote me told me the address was wrong and there’s no possible way that I could have delivered this item to her in a four hour time period. They told me it didn’t matter that they opened the case for the buyer and it was wrong that they open the case that I needed to refund her her money. If I send the item out I will not be protected by Ebay’s protection program. This is not the first time that a buyer opened a fake case and eBay allowed it. Sellers beware of eBay they’re not on your side.
Also I should let you know I have been a seller for 24 years and it might be time to hang up my hat.",1
30,"EBAY IS HORRIBLE DO NOT USE THIS APP!: PLEASE READ BEFORE USING eBay APP!!!Okay where should i start, well let’s see i have been a eBay customer for almost a decade now and i have had my ups and downs but unfortunately i have reached my limit. Recently i ordered parts that never arrived but was said to have been delivered to an address that doesn’t exist. Obviously before the parts went out i noticed the discrepancy and immediately notified eBay, who took days to respond. By the time eBay responded. The response i got back from eBay was to contact the seller, the seller had already shipped said parts 😞. I then got the ball rolling with trying to either get a replacement or refund. When i say i immediately got on the ball for a refund or replacement i mean immediately. The seller stonewalled be and i made a request for eBay to step in but of course that was a mistake. Again eBay took weeks to respond to my request only to tell me the matter had been closed and i would not be receiving anything (refund or replacement). At this point the sellers on eBay are under not type of liability for selling you wrong, damaged, or generally bad parts or items and eBay who is supposed to act as a broker furthers this behavior by enabling the sellers behavior. eBay does nothing to protect its buyers. I for one will not be ordering anything else from this point on from eBay. PLEASE READ BEFORE USING eBay APP!!!",1
31,"My review on Sellers: I have been an eBay member since 2001. That’s a total of 18 years. I think in the last three years the credibility of the eBay sellers has disintegrated. They lack credibility, integrity. My first 10 years maybe longer no matter what I purchased it was always exactly what they stated I warily ever had to return anything. I think maybe I returned two things in 10 to 15 years. Now it is just awful. The quality is bad it’s not as it described and what I find is that eBay doesn’t support the buyer when it comes to certain items. I don’t mind purchasing something if returns are not excepted, but when there is dishonesty and I purchased the item based on their truthfulness and I discovered that there is dishonesty involved regarding the product and I open a complaint and eBay supported the seller. The particular item I am talking about was a Kiehl moisturizer I purchased on eBay. I discovered  The item was expired. I did my homework before I opened up the complaint. I personally met with the Kiehl representative To educate myself on skin care and expiration dates before I even opened up a complaint. I doubt that you’re bored who makes these decisions Didn’t do the research I did. So my lack of trust with eBay supporting me as a buyer has disintegrated considerably just like the sellers you allow",3
