,content,score
10,"WORST APP TO SELL ON: I started on OfferUp selling stuff about one month ago. I’ve been shipping out stuff people got my products and to this day I’ve still received absolutely no money from OfferUp. I’ve absolutely been totally disgusted with the fact that I ship out my product,  the people get it it’s delivered I get emails from OfferUp saying it’s delivered and yet I still to this day have not had any money deposited into my account shows no transactions on my account no shipping transactions on my account which is all ridiculous then I get notices sometimes after a package has been delivered and I’ve got an email saying it was delivered but it shows it was canceled for some reason not the buyer and not the seller neither one of us have canceled the transaction but yet it says it was canceled after the person got my product ..I have sent 20-30  messages to customer support and I have gotten none no money no support no nothing worse app ever to sell anything on!! The least you could do offer up is let us know why we’re having an issue like this what needs to be done to get it fixed and how long it’s gonna take to get fixed and when I will get my money you have my customers money you have my money what’s up???? Baker, lisa",5
11,"What would make OfferUP TEN TIMES BETTER.: OfferUP would be ten times better i if everyone was a verified member and there wasn’t allowed any fakes or frauds. Usually my inventory would be flying for sale, but recently it’s been laying going nowhere due to all these fake people mole on here like collectors and whomever else that don’t belong on here, I haven’t made a sale on here because it seems as if someone is telling people not to buy anything, it’s just not the same, I can tell you this, is make this site one hundred percent better if given the opportunity but Opportunity has been taken away like most of our civil rights Americans give away each day. I’m a fighter and a person who stands up for what I believe in, I’m not someone who just takes the easy way out, those people are all the people who were the mistakes coming in. I’m 36 looking for a job, profession I know I can build and help rise, so if any job opportunities are available please let me know, sorry I can’t see my writing for some reason but how fully this finds someone with authority or in charge of hiring or building OfferUP to be a much better site, I’m sure your fully capable of doing it yourself but a little help from the right person(s) would never hurt. God bless and stand up for your rights, don’t ever sell out. Thankyou",5
12,"Worse selling site since upgrade: Was an excellent selling site. It was! No more! They took over Let go and has issues. Then about month ago they tried to upgrade the site. I said tried. For no reason you are logged out of the site even when you’re on the site. You will post something and think it’s available for viewing but you’re the only one who can see the listing. Now I have to post then sign out look up the listing and seeing it is available for viewing. Usually I have to post 3,4,5 times before it shows up for viewing. I change one little word so I can track which one shows up. Couple days ago I found out everything I had posted was wiped out from viewing. Only I could see the listings. I only found out because a returning customer asked where everything went. After reposting several listings I was suddenly logged out again. When I logged back on everything I just posted was gone. Again nothing could be view. Couple hours later listings could be viewed. It was everything that was posted prior to the letgo takeover. Some listings were removed weeks ago they were back. Listings that were sold and removed were back and listed as available. I could write and write for hours about the issues with this site. Furthermore There is no way to contact a human only through email and usually you get a lame apology and no useful information and that takes days for that lousy response. If you have stuff to sell use a different site even if it costs more.",1
13,"Integration: The one thing that should have been at the top of the priority list is giving existing clients access to a support staff! Not done! Reading worthless articles is annoying! Just go ahead and tell me... I will never be able to access my letgo chats again right? This will ruin my legal case! As well as my chances of completing a deal with someone that I have no idea how to contact any longer! Both apps were very good for their purposes! Quite similar too! Why you think it is more important to explain how to list or buy on OfferUp, is a mystery! Frankly, anyone who has done anything on one, will have no difficulty doing so on the other! With the lack of proactive intelligence used and important details left out, I have to say that this merger might go down as the absolute worst integration of two companies/services/information in history! The simple fact that the items about which you chose to educate everyone, are completely mundane and self explanatory, really sheds light on how low budget the operation will be from here on out! This idiocy has really screwed me up! I guess I’m done! The only positive is, I now only have to delete my account from only one place! I can’t help but picture your boardrooms filled with children with crayons, attempting to coordinate and plan out this merger! I’ll stop drilling home the obvious now. You guys have got to be quite embarrassed already!  For the 5-10 people who haven’t used either. You’ll enjoy the app!",2
14,"This app has gone to crap!: Update: I didn’t think the app could get worse but it has. This time directly attributed to the app management team rather than the users like i stated in my original post. They decided to add add to the app. I mean the worst kind of ads. The app already had tons of ads in your messages, at the bottom of the search, a bunch of fake ad listings that took you to the internet, but for whatever reason, they now added ads double ads that pop up on your screen after viewing an item. You close one and then you have to wait on an other ads timer before you can return to your search query, I am deleting this app definitively this time. 

Original: 

When it launched and up until 3 maybe 4 years ago it was flawless, it was mostly if not all user to user selling. I’m not sure when but OfferUp has now been riddled with stores flooding the listings with thousands of their inventory so whenever you search something now, you go through pages and pages of stores inventory’s selling at premiums offering fake credit that ach draws from your account weekly bi weekly or even monthly, the catch? Paying monthly you pay double the price, weekly 1.3 and bi weekly 1.6 the price. I’ve never done it but I spoke to a few of them about their financing options. So if you are trying to get an item at a budget price from another seller, it will take about 10 to 20 times longer just scouring the pages of filth from these stores",1
15,"It was a good app…: This app is the best by far to buy and sell. When I first got this app, it was just you chatting with actual owners of used items. However, the feed is now flooded with stores selling their products on the app. That’s not a bad thing of course, but if you’re like me seeking for actual owners willing to sell a particular item cheaper than these businesses, searching and finding such item becomes very difficult because all you see are stores selling the same item because they upload so much of that same item. It would be great if I can toggle between seeing items by businesses or individuals or both. Update: This problem still persists and is even worse. Went to search for an iPhone model and all I could see were almost same pictures on almost every post from the same user handful of users. These businesses spam the results to where it’s difficult to find others. It’s very aggravating. At least they shouldn’t be allowed to upload so many of the same item - it’s spamming. My suggest like before, there should be some form of identifier which shows that a user is business with an actual brick and mortar store. And there should be a way to toggle between the results from these stores or regular people or both. They’ve been a lot of other changes that have been made that not beneficial to us as users. However, this is all I care about the most",2
16,"Better than C***gslist, but the algorithm is aggressive: At its core function of buying of and selling used things, the app is great.  Since communication goes through the app there seem to be more user vetting so less creeps and sketchy communication than on CL. I haven’t used the pay-through-the-app function, but that seems like a nice feature if you’re worried about getting scammed, especially if you’re getting your purchase shipped to you rather than in person. 

However, the algorithm that this app uses to create your home “feed” is obnoxiously aggressive. Click on a random thing out of curiosity or mild interest and then 85% of your feed becomes that exact (or extremely similar) thing.  There is also a frustrating amount of the tiles/listings that are paid ads or take you to an outside website. I get they have to pay their bills somehow, but it’s too much. Fortunately they are relatively easy to spot. 

The most annoying thing though is the notifications: similar to the aggressive algorithm, I’m still getting notifications in my inbox for “___ related items for you!” for stuff I searched for 6 months ago and am no longer interested in. (I already bought my kid a baseball glove 3 months ago, Thanks). And there seems to be no way to edit or delete your search related notifications. Seems like an easy fix, Offer Up!",3
17,"Worst app for selling: I sold an item through this app with no problems. But when I tried to sell my tv (just a regular old boring tv) they removed my post for violating “intangible items” policies. I read all of the articles on their policies and guidelines, and found absolutely nothing that I could have violated. I also couldn’t find any specific information about what is considered a violation or why my listing was specifically removed. 

I reposted it so many times with different (improved) pictures, slightly different description, etc. I’m a very thorough person with attention to detail so I did ensure that I met all guidelines, used good photos, included adequate descriptions, etc. And I was selling a tangible item that would be picked up immediately upon purchase. At one point, I had multiple people willing to buy the tv and then they took down the listing and all the conversations. So I simply can’t sell this item at all with no explanation and no way to contact customer service. Super frustrating. I’m deleting the app because of this. It’s simply not worth it when your posts are just deleted for no reason at any point in time. 

Sellers beware: if you use this app, save all your listings in your notes app and contact your buyers immediately on some other platform (like discord) because if your listing is removed, there is literally no way to contact your buyers again. Or just be smart and use an actually functional buying/selling app.",1
18,"One more try: I’m going to rate 3 stars cause I haven’t used it yet, I hope they improve it,cause last time it was real bad ,I been using this app for the longest, I use to post an item for sale and sell it in couple of days top, as the years pass the selling was getting harder , since they split it , the pay subscription gets more attention  than the free one,the years I study this app, as the years pass the free app die basically you get kick  to the corner, I check my views everyday in hot items and views were the same for a month that’s when I decide to build my own , and yes super successfull, but I like to post my products in a lot of places  them hold on I sold something omg! Just came in ,well that was a great start , and I really think the app improves in a lot of ways, I’m not saying this because the sale , I been messing around w it and posting got super fast, it got more relax , before I used to stress everytime  I was posting cause it was taking for ever,so far it’s good plus a sale while I’m writing the posting  ? You can see improvement already so let’s sell so items ! Now let’s c the charges that’s another thing I’m worried about but I keep y’all  posted I will update this review thank u but I recommend it , it has improved technically and costumer care are on point we been communicating and they respond real quick",3
19,"I loved the app but…: I loved this app and appreciated how the developers has created this app. There’s so much interesting and exciting stuffs to buy for good deals. However my experience with the sellers is otherwise unpleasant. There’s many experiences that I find it unappreciative and I understand there is a lot of odd people out there to work with. For example, I saw the new item and made an offer, the seller did respond but with very strange and ominous message which I immediately find it to be suspicious. I told that seller I decided to not proceed ahead with the deal due to uncomfortable of that message. I was blunt about this to the seller then that person sent me horrendous messages. I ignored that person the right away. 

Also when I made an offer, the sellers are obliged to let users know about their offers already sold or take down the posts. I’m sick and tired of seeing so many similar vehicles sellers posted even after they claimed they sold it. I told this girl in Worcester after she posted white Impala on offer up after she told me she has already sold it then few weeks later, posted the exact same car. I made an offer with suspicious and she claimed it’s sold ‘again’. I told her about the same thing weeks before, she said she never do such a thing like that. 

This is the problem. The “sellers” like her should be banned from offer up for gaming around with the users. It’s not cool. I will change the rating when it’s being improved.",1
